[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
17	H	(3)	359.41	0.246	35.6%	0.025	35.6%	148.5	9.5%	0.460	34.2%	29.42%	31.8%	26.6%	41.6%	[1-0.43 0]
18	H	(3)	380.28	0.257	36.0%	0.027	36.0%	155.6	8.6%	0.458	34.9%	29.20%	34.7%	22.6%	42.7%	[1-0.43 0]
19	H	(3)	399.99	0.214	34.9%	0.024	34.9%	133.9	8.0%	0.444	34.0%	28.85%	34.9%	28.5%	36.7%	[1-0.43 0]
20	H	(3)	419.72	0.240	32.3%	0.028	32.3%	140.4	7.2%	0.475	31.5%	27.57%	36.5%	25.2%	38.3%	[1-0.43 0]
21	H	(3)	439.43	0.260	29.4%	0.032	29.4%	142.6	6.9%	0.506	28.6%	26.22%	35.7%	25.4%	38.9%	[1-0.43 0]
22	H	(3)	460.28	0.255	28.4%	0.033	28.4%	140.4	6.7%	0.505	27.6%	25.43%	34.5%	27.3%	38.2%	[1-0.43 0]
23	H	(3)	479.97	0.221	28.0%	0.029	28.0%	127.3	6.7%	0.482	27.2%	25.23%	33.0%	32.1%	34.9%	[1-0.43 0]
24	H	(3)	499.67	0.239	28.3%	0.033	28.3%	139.9	6.6%	0.475	27.6%	25.08%	34.5%	27.5%	38.0%	[1-0.43 0]
25	H	(3)	520.53	0.212	27.6%	0.031	27.6%	128.4	6.4%	0.459	26.9%	24.79%	34.3%	30.7%	35.0%	[1-0.43 0]
26	H	(3)	540.21	0.198	27.1%	0.030	27.1%	121.6	6.4%	0.452	26.4%	24.51%	34.8%	32.0%	33.2%	[1-0.43 0]
27	H	(3)	559.91	0.199	25.8%	0.031	25.8%	118.9	6.2%	0.465	25.0%	23.74%	35.6%	31.9%	32.5%	[1-0.43 0]
28	H	(3)	579.61	0.218	26.7%	0.035	26.7%	128.0	6.2%	0.473	25.9%	23.36%	37.9%	27.4%	34.7%	[1-0.43 0]
29	H	(3)	600.50	0.246	28.1%	0.041	28.1%	142.2	6.4%	0.481	27.3%	23.03%	38.8%	22.7%	38.5%	[1-0.43 0]
30	H	(3)	620.22	0.260	29.8%	0.045	29.8%	150.8	6.7%	0.479	29.0%	22.90%	39.8%	19.4%	40.8%	[1-0.43 0]
31	H	(3)	639.95	0.282	31.1%	0.050	31.1%	161.5	6.8%	0.486	30.4%	22.56%	40.4%	16.0%	43.6%	[1-0.43 0]
32	H	(3)	660.84	0.296	32.4%	0.054	32.4%	167.6	7.1%	0.491	31.6%	22.20%	40.8%	13.9%	45.3%	[1-0.43 0]
33	H	(3)	681.71	0.286	32.2%	0.054	32.2%	160.2	7.3%	0.496	31.3%	21.92%	42.1%	14.2%	43.7%	[1-0.43 0]
34	H	(3)	700.27	0.262	31.3%	0.051	31.3%	145.2	7.8%	0.501	30.3%	21.61%	44.9%	14.9%	40.2%	[1-0.43 0]
35	H	(3)	720.00	0.251	30.7%	0.050	30.7%	135.7	8.1%	0.513	29.6%	21.26%	46.4%	15.6%	38.0%	[1-0.43 0]
36	H	(3)	739.72	0.230	29.8%	0.047	29.8%	122.7	8.6%	0.520	28.6%	21.01%	48.4%	16.5%	35.1%	[1-0.43 0]
37	H	(3)	760.59	0.196	28.8%	0.041	28.8%	105.6	8.8%	0.515	27.4%	20.87%	50.5%	18.7%	30.8%	[1-0.43 0]
38	H	(3)	780.28	0.169	28.5%	0.037	28.5%	95.2	9.0%	0.495	27.0%	20.74%	50.3%	21.9%	27.8%	[1-0.43 0]
39	H	(3)	799.98	0.187	25.9%	0.042	25.9%	98.6	8.1%	0.526	24.5%	19.88%	48.3%	22.9%	28.7%	[1-0.43 0]
40	H	(3)	820.83	0.183	23.7%	0.042	23.7%	95.4	8.5%	0.532	22.1%	19.24%	46.1%	26.3%	27.6%	[1-0.43 0]
41	H	(3)	840.53	0.171	22.6%	0.040	22.6%	92.2	7.8%	0.515	21.3%	19.09%	44.2%	29.4%	26.4%	[1-0.43 0]
42	H	(3)	860.27	0.177	21.7%	0.042	21.7%	95.3	7.5%	0.515	20.3%	18.77%	44.0%	29.0%	27.0%	[1-0.43 0]
43	H	(3)	881.14	0.198	21.4%	0.048	21.4%	106.4	6.8%	0.516	20.3%	18.57%	43.1%	27.0%	29.9%	[1-0.43 0]
44	H	(3)	900.83	0.191	20.8%	0.048	20.8%	103.8	6.5%	0.510	19.7%	18.27%	43.1%	28.4%	28.5%	[1-0.43 0]
45	H	(3)	920.56	0.193	20.6%	0.049	20.6%	105.9	5.8%	0.507	19.8%	18.14%	44.1%	26.9%	29.0%	[1-0.43 0]
46	H	(3)	940.26	0.188	20.8%	0.049	20.8%	105.2	6.2%	0.497	19.8%	18.11%	45.1%	26.3%	28.6%	[1-0.43 0]
47	H	(3)	959.97	0.170	20.5%	0.045	20.5%	95.9	6.5%	0.493	19.5%	17.88%	44.4%	29.3%	26.3%	[1-0.43 0]
48	H	(3)	980.89	0.160	20.1%	0.044	20.1%	90.8	6.9%	0.488	18.9%	17.68%	44.0%	30.9%	25.1%	[1-0.43 0]
49	H	(3)	1000.62	0.160	20.7%	0.045	20.7%	91.5	7.2%	0.486	19.4%	17.54%	44.0%	30.7%	25.3%	[1-0.43 0]
50	H	(3)	1020.35	0.167	21.3%	0.047	21.3%	95.7	7.2%	0.484	20.0%	17.37%	43.8%	30.0%	26.2%	[1-0.43 0]
51	H	(3)	1040.06	0.167	21.3%	0.048	21.3%	96.2	7.0%	0.482	20.1%	17.18%	43.3%	30.3%	26.4%	[1-0.43 0]
52	H	(3)	1060.94	0.191	21.5%	0.056	21.5%	108.5	6.6%	0.490	20.4%	16.94%	42.9%	27.8%	29.3%	[1-0.43 0]
53	H	(3)	1080.65	0.197	22.0%	0.059	22.0%	112.2	6.4%	0.487	21.1%	16.88%	43.3%	26.4%	30.3%	[1-0.43 0]
54	H	(3)	1100.38	0.200	22.2%	0.061	22.2%	114.5	6.7%	0.485	21.1%	16.78%	43.2%	25.8%	31.1%	[1-0.43 0]
55	H	(3)	1120.10	0.209	21.3%	0.065	21.3%	116.0	6.6%	0.502	20.3%	16.36%	42.5%	25.7%	31.7%	[1-0.43 0]
56	H	(3)	1140.98	0.234	21.9%	0.074	21.9%	128.2	6.8%	0.508	20.8%	16.20%	41.9%	23.4%	34.7%	[1-0.43 0]
57	H	(3)	1160.72	0.241	21.9%	0.078	21.9%	132.3	6.8%	0.506	20.9%	16.13%	41.2%	22.9%	35.9%	[1-0.43 0]
58	H	(3)	1180.41	0.245	21.9%	0.080	21.9%	136.0	6.8%	0.499	20.8%	16.08%	39.6%	23.4%	36.9%	[1-0.43 0]
59	H	(3)	1201.28	0.243	21.8%	0.081	21.8%	137.6	6.7%	0.491	20.8%	15.98%	38.4%	24.2%	37.4%	[1-0.33 0]
60	H	(3)	1220.99	0.242	21.6%	0.082	21.6%	136.4	6.6%	0.493	20.6%	15.85%	38.2%	24.5%	37.3%	[1-0.51 2]
61	H	(3)	1241.84	0.238	22.0%	0.082	22.0%	134.0	6.1%	0.494	21.1%	15.68%	38.8%	24.5%	36.7%	[1-0.50 2]
62	H	(3)	1261.54	0.258	24.9%	0.090	24.9%	141.4	10.3%	0.507	22.7%	15.42%	38.5%	22.9%	38.6%	[1-0.63 2]
63	H	(3)	1282.41	0.278	28.6%	0.099	28.6%	150.8	14.2%	0.512	24.8%	15.23%	38.4%	20.5%	41.1%	[1-0.62 0]
64	H	(3)	1302.12	0.306	31.5%	0.111	31.5%	162.0	17.1%	0.524	26.5%	15.10%	38.5%	17.5%	44.0%	[1-0.72 0]
65	H	(3)	1321.86	0.332	34.3%	0.122	34.3%	172.6	19.9%	0.535	27.9%	14.94%	38.4%	15.1%	46.5%	[1-0.80 0]
66	H	(3)	1341.57	0.348	36.9%	0.130	36.9%	181.0	22.7%	0.534	29.2%	14.79%	37.4%	13.8%	48.9%	[1-0.59 2]
67	H	(3)	1361.30	0.354	36.8%	0.134	36.8%	182.3	22.7%	0.540	29.0%	14.61%	37.3%	13.4%	49.4%	[1-0.59 0]
68	H	(3)	1382.19	0.353	36.2%	0.135	36.2%	180.3	22.5%	0.544	28.4%	14.45%	37.5%	13.6%	48.8%	[1-0.44 0]
69	H	(3)	1401.90	0.349	36.0%	0.136	36.0%	177.8	22.5%	0.545	28.2%	14.24%	38.0%	13.9%	48.2%	[1-0.24 2]
70	H	(3)	1421.63	0.346	36.0%	0.137	36.0%	176.9	22.4%	0.543	28.2%	14.19%	37.9%	14.1%	48.0%	[1-0.24 2]
71	H	(3)	1441.34	0.331	35.8%	0.133	35.8%	171.1	22.4%	0.538	28.0%	14.09%	39.2%	14.2%	46.6%	[1-0.00 2]
72	H	(3)	1462.24	0.317	35.3%	0.129	35.3%	163.9	22.3%	0.537	27.3%	14.03%	40.7%	14.8%	44.5%	[1-0.00 2]
73	H	(3)	1481.94	0.335	34.5%	0.138	34.5%	165.2	22.4%	0.563	26.3%	13.83%	41.4%	13.8%	44.9%	[1-0.55 2]
74	H	(3)	1501.65	0.351	33.8%	0.146	33.8%	167.7	22.4%	0.581	25.3%	13.61%	41.2%	13.3%	45.6%	[1-0.73 0]
75	H	(3)	1521.37	0.344	33.5%	0.145	33.5%	166.2	22.4%	0.575	24.9%	13.56%	41.9%	12.9%	45.2%	[1-0.63 0]
76	H	(3)	1542.22	0.355	30.7%	0.152	30.7%	169.4	19.0%	0.582	24.1%	13.39%	41.3%	12.8%	45.9%	[1-0.63 0]
77	H	(3)	1561.92	0.355	28.7%	0.154	28.7%	172.3	15.9%	0.571	23.9%	13.26%	40.4%	12.9%	46.7%	[1-0.17 2]
78	H	(3)	1580.48	0.340	25.9%	0.149	25.9%	167.8	12.6%	0.564	22.6%	13.19%	40.1%	14.5%	45.4%	[1-0.00 2]
79	H	(3)	1602.56	0.329	23.2%	0.147	23.2%	163.3	8.8%	0.560	21.5%	13.13%	40.1%	15.9%	44.0%	[1-0.00 2]
80	H	(3)	1621.13	0.318	21.1%	0.143	21.1%	158.9	5.4%	0.555	20.4%	13.06%	39.3%	18.1%	42.7%	[1-0.00 2]
81	H	(3)	1642.02	0.320	20.3%	0.146	20.3%	156.2	5.6%	0.568	19.5%	12.87%	39.5%	18.7%	41.8%	[1-0.34 2]
82	H	(3)	1660.58	0.307	19.5%	0.142	19.5%	151.3	5.5%	0.563	18.7%	12.72%	38.9%	20.5%	40.6%	[1-0.00 2]
83	H	(3)	1681.46	0.305	19.1%	0.142	19.1%	149.3	5.5%	0.567	18.2%	12.61%	38.6%	21.6%	39.8%	[1-0.11 2]
84	H	(3)	1701.18	0.301	18.6%	0.142	18.6%	145.4	5.7%	0.576	17.7%	12.54%	39.1%	21.8%	39.1%	[1-0.45 0]
85	H	(3)	1722.07	0.298	18.6%	0.142	18.6%	144.7	5.7%	0.571	17.7%	12.34%	38.9%	22.1%	39.0%	[1-0.00 2]
86	H	(3)	1740.62	0.289	17.8%	0.140	17.8%	141.7	5.4%	0.566	17.0%	12.28%	37.8%	23.9%	38.3%	[1-0.00 2]
87	H	(3)	1761.50	0.290	17.7%	0.142	17.7%	141.5	5.4%	0.569	16.9%	12.16%	38.1%	23.3%	38.5%	[1-0.00 2]
88	H	(3)	1781.21	0.292	17.4%	0.145	17.4%	141.8	5.2%	0.572	16.6%	12.12%	38.4%	22.8%	38.8%	[1-0.28 2]
89	H	(3)	1802.07	0.296	17.3%	0.148	17.3%	144.0	4.9%	0.572	16.6%	12.10%	38.5%	22.5%	39.1%	[1-0.42 2]
90	H	(3)	1820.63	0.299	17.3%	0.151	17.3%	145.4	4.9%	0.572	16.6%	12.05%	38.9%	21.9%	39.2%	[1-0.27 2]
91	H	(3)	1841.51	0.316	17.6%	0.162	17.6%	149.6	4.9%	0.588	16.9%	12.00%	40.0%	19.9%	40.1%	[1-0.60 0]
92	H	(3)	1861.23	0.314	17.7%	0.162	17.7%	147.8	5.0%	0.590	16.9%	11.93%	41.1%	19.2%	39.7%	[1-0.50 0]
93	H	(3)	1882.10	0.316	17.8%	0.165	17.8%	148.9	5.1%	0.590	17.1%	11.88%	40.9%	19.1%	40.0%	[1-0.39 2]
94	H	(3)	1900.66	0.313	18.1%	0.165	18.1%	147.4	5.5%	0.589	17.2%	11.84%	40.7%	19.4%	39.9%	[1-0.38 2]
95	H	(3)	1921.59	0.306	18.1%	0.163	18.1%	145.6	5.9%	0.584	17.1%	11.81%	41.1%	19.5%	39.4%	[1-0.38 2]
96	H	(3)	1941.30	0.293	17.4%	0.158	17.4%	140.2	6.6%	0.581	16.2%	11.77%	41.1%	20.7%	38.2%	[1-0.57 2]
97	H	(3)	1960.99	0.295	17.4%	0.161	17.4%	142.3	6.6%	0.575	16.1%	11.76%	40.3%	21.2%	38.5%	[1-0.57 2]
98	H	(3)	1981.88	0.294	17.4%	0.162	17.4%	141.8	6.7%	0.576	16.0%	11.67%	40.8%	21.1%	38.1%	[1-0.57 0]
99	H	(3)	2001.59	0.295	17.1%	0.164	17.1%	142.4	6.3%	0.576	15.9%	11.60%	40.6%	21.1%	38.3%	[1-0.57 0]
100	H	(3)	2021.27	0.295	17.2%	0.166	17.2%	143.3	6.1%	0.572	16.1%	11.60%	40.8%	20.8%	38.4%	[1-0.57 0]
101	H	(3)	2040.99	0.296	17.4%	0.168	17.4%	144.5	5.5%	0.569	16.5%	11.60%	40.7%	20.4%	38.8%	[1-0.57 0]
102	H	(3)	2061.85	0.307	19.2%	0.176	19.2%	148.7	8.8%	0.573	17.0%	11.52%	40.8%	19.4%	39.8%	[1-0.48 0]
103	H	(3)	2082.72	0.307	21.5%	0.177	21.5%	150.6	12.3%	0.565	17.6%	11.49%	40.2%	19.1%	40.7%	[1-0.37 0]
104	H	(3)	2101.28	0.304	22.0%	0.177	22.0%	152.4	12.2%	0.554	18.2%	11.46%	39.9%	19.1%	41.0%	[1-0.02 2]
105	H	(3)	2122.18	0.311	22.4%	0.183	22.4%	155.3	12.2%	0.556	18.8%	11.44%	39.4%	18.7%	42.0%	[1-0.22 2]
106	H	(3)	2141.90	0.322	25.1%	0.192	25.1%	160.7	15.6%	0.556	19.7%	11.39%	39.0%	17.7%	43.3%	[1-0.22 2]
107	H	(3)	2162.78	0.314	23.5%	0.189	23.5%	159.7	12.3%	0.547	20.1%	11.34%	38.5%	18.3%	43.3%	[1-0.01 2]
108	H	(3)	2182.49	0.310	22.0%	0.188	22.0%	158.2	9.3%	0.545	19.9%	11.28%	38.1%	19.1%	42.8%	[1-0.00 2]
109	H	(3)	2202.22	0.304	22.0%	0.186	22.0%	156.1	9.5%	0.541	19.8%	11.24%	37.6%	20.2%	42.2%	[1-0.00 2]
110	H	(3)	2221.92	0.297	21.9%	0.183	21.9%	153.9	9.5%	0.535	19.7%	11.21%	36.7%	21.6%	41.6%	[1-0.00 2]
111	H	(3)	2241.63	0.286	19.9%	0.178	19.9%	149.3	5.8%	0.532	19.0%	11.17%	35.9%	23.9%	40.2%	[1-0.20 2]
112	H	(3)	2262.48	0.274	19.6%	0.172	19.6%	145.4	5.7%	0.523	18.7%	11.13%	35.3%	25.6%	39.1%	[1-0.00 2]
113	H	(3)	2282.19	0.274	19.3%	0.174	19.3%	144.0	5.5%	0.529	18.5%	11.02%	35.1%	26.2%	38.7%	[1-0.00 2]
114	H	(3)	2301.90	0.269	19.1%	0.172	19.1%	141.3	5.6%	0.529	18.3%	10.97%	35.1%	26.7%	38.1%	[1-0.00 2]
115	H	(3)	2321.61	0.267	18.6%	0.172	18.6%	139.2	5.3%	0.533	17.8%	10.90%	35.2%	27.3%	37.5%	[1-0.00 2]
116	H	(3)	2342.48	0.266	18.2%	0.173	18.2%	136.7	5.8%	0.540	17.3%	10.85%	35.4%	27.7%	36.8%	[1-0.31 2]
117	H	(3)	2362.21	0.262	18.4%	0.172	18.4%	135.9	6.0%	0.536	17.4%	10.81%	36.0%	27.4%	36.6%	[1-0.16 2]
118	H	(3)	2381.91	0.258	18.0%	0.171	18.0%	134.4	5.9%	0.534	17.0%	10.77%	36.6%	27.4%	36.1%	[1-0.16 2]
119	H	(3)	2402.79	0.265	18.3%	0.177	18.3%	136.7	5.7%	0.537	17.4%	10.74%	37.3%	26.3%	36.4%	[1-0.30 2]
120	H	(3)	2422.50	0.266	18.9%	0.179	18.9%	138.1	5.8%	0.535	17.9%	10.70%	37.6%	25.7%	36.7%	[1-0.15 2]
121	H	(3)	2442.23	0.272	20.6%	0.185	20.6%	140.9	8.9%	0.537	18.6%	10.65%	38.2%	24.2%	37.6%	[1-0.15 2]
122	H	(3)	2463.12	0.283	22.9%	0.193	22.9%	145.3	12.1%	0.541	19.4%	10.61%	38.0%	23.1%	38.9%	[1-0.15 2]
123	H	(3)	2482.84	0.282	25.4%	0.195	25.4%	146.0	15.6%	0.537	20.1%	10.61%	38.1%	22.2%	39.6%	[1-0.15 2]
124	H	(3)	2502.56	0.288	27.3%	0.200	27.3%	146.1	18.8%	0.547	19.7%	10.56%	38.4%	21.8%	39.8%	[1-0.48 0]
125	H	(3)	2522.31	0.287	26.9%	0.201	26.9%	143.8	19.0%	0.555	19.1%	10.51%	39.4%	21.5%	39.1%	[1-0.67 0]
126	H	(3)	2543.17	0.283	24.4%	0.200	24.4%	141.0	15.7%	0.558	18.7%	10.46%	40.2%	21.6%	38.2%	[1-0.60 0]
127	H	(3)	2561.73	0.276	22.1%	0.196	22.1%	136.8	12.5%	0.560	18.2%	10.41%	41.4%	21.3%	37.2%	[1-0.60 2]
128	H	(3)	2582.61	0.275	20.2%	0.197	20.2%	136.4	8.8%	0.560	18.2%	10.38%	42.1%	21.2%	36.7%	[1-0.45 0]
129	H	(3)	2602.32	0.268	18.8%	0.194	18.8%	133.6	5.3%	0.557	18.0%	10.36%	42.5%	21.4%	36.0%	[1-0.45 0]
130	H	(3)	2622.04	0.267	19.9%	0.195	19.9%	132.1	8.5%	0.562	18.0%	10.33%	42.7%	21.2%	36.1%	[1-0.53 0]
131	H	(3)	2641.76	0.265	19.6%	0.194	19.6%	129.8	8.8%	0.566	17.5%	10.25%	42.7%	21.6%	35.7%	[1-0.58 0]
132	H	(3)	2662.63	0.261	19.4%	0.193	19.4%	128.7	8.9%	0.564	17.2%	10.23%	42.9%	22.2%	34.9%	[1-0.64 0]
133	H	(3)	2682.32	0.255	21.0%	0.190	21.0%	126.0	12.3%	0.562	17.0%	10.21%	43.1%	22.7%	34.3%	[1-0.69 0]
134	H	(6)	2703.19	0.260	21.8%	0.195	21.8%	127.5	13.6%	0.566	17.0%	10.12%	42.9%	22.6%	34.5%	[1-0.57 2]
135	H	(6)	2722.90	0.263	20.8%	0.199	20.8%	129.3	11.7%	0.564	17.3%	10.03%	42.7%	22.7%	34.6%	[1-0.33 2]
136	H	(6)	2742.61	0.277	20.7%	0.211	20.7%	127.2	12.7%	0.604	16.3%	9.70%	43.0%	23.0%	34.0%	[1-0.61 2]
137	H	(6)	2762.35	0.263	20.3%	0.202	20.3%	117.2	13.3%	0.623	15.3%	9.47%	42.8%	25.5%	31.7%	[1-0.64 2]
139	H	(6)	2802.95	0.285	17.7%	0.222	17.7%	111.9	11.3%	0.707	13.6%	8.83%	43.3%	26.4%	30.3%	[1-0.78 2]
140	H	(6)	2823.83	0.293	18.5%	0.230	18.5%	108.3	12.8%	0.752	13.4%	8.54%	44.8%	25.9%	29.3%	[1-0.76 2]
141	H	(6)	2842.39	0.260	17.7%	0.205	17.7%	94.1	12.5%	0.766	12.6%	8.34%	45.9%	28.3%	25.8%	[1-0.60 2]
142	H	(6)	2862.11	0.235	16.6%	0.187	16.6%	83.4	11.7%	0.781	11.8%	8.20%	46.4%	30.7%	22.9%	[1-0.70 2]
143	H	(6)	2881.84	0.237	16.8%	0.190	16.8%	80.6	12.6%	0.816	11.2%	8.03%	47.4%	30.5%	22.1%	[1-0.83 2]
144	H	(6)	2901.56	0.218	15.9%	0.176	15.9%	72.4	12.3%	0.836	10.1%	7.86%	47.5%	32.7%	19.9%	[1-0.77 2]
145	H	(6)	2922.44	0.177	12.4%	0.144	12.4%	58.8	8.9%	0.836	8.7%	7.78%	47.4%	36.3%	16.3%	[1-0.85 2]
146	H	(6)	2942.15	0.173	12.1%	0.141	12.1%	56.2	8.7%	0.855	8.4%	7.65%	47.2%	37.3%	15.5%	[1-0.81 2]
147	H	(6)	2961.87	0.181	12.4%	0.149	12.4%	56.9	9.4%	0.885	8.1%	7.47%	46.8%	37.6%	15.6%	[1-0.67 2]
148	H	(6)	2982.75	0.181	12.0%	0.150	12.0%	54.8	9.1%	0.916	7.8%	7.33%	46.6%	38.5%	14.9%	[1-0.74 2]
149	H	(6)	3002.46	0.177	11.9%	0.147	11.9%	53.1	9.0%	0.924	7.7%	7.22%	46.1%	39.6%	14.3%	[1-0.57 2]
150	H	(6)	3022.17	0.182	12.3%	0.152	12.3%	53.9	9.7%	0.936	7.6%	7.10%	44.4%	41.2%	14.5%	[1-0.43 2]
151	H	(6)	3041.89	0.178	12.6%	0.150	12.6%	52.8	10.1%	0.935	7.4%	7.02%	43.0%	43.0%	14.0%	[1-0.23 2]
152	H	(6)	3062.76	0.170	12.4%	0.145	12.4%	49.8	10.1%	0.950	7.2%	6.90%	42.1%	44.7%	13.1%	[1-0.16 2]
153	H	(6)	3082.47	0.171	13.0%	0.146	13.0%	48.4	10.9%	0.981	7.1%	6.80%	41.5%	45.9%	12.7%	[1-0.47 2]
154	H	(6)	3102.19	0.169	13.6%	0.146	13.6%	47.2	11.7%	0.996	7.0%	6.71%	41.3%	46.4%	12.3%	[1-0.36 2]
155	H	(6)	3123.07	0.173	12.8%	0.150	12.8%	47.0	10.8%	1.023	6.9%	6.61%	42.3%	45.6%	12.1%	[1-0.34 2]
156	H	(6)	3142.77	0.190	11.9%	0.166	11.9%	49.2	9.7%	1.073	6.8%	6.52%	44.0%	43.3%	12.7%	[1-0.52 2]
157	H	(6)	3162.49	0.212	11.9%	0.187	11.9%	52.3	9.7%	1.128	6.9%	6.43%	46.6%	40.0%	13.5%	[1-0.69 2]
158	H	(6)	3182.22	0.237	10.9%	0.210	10.9%	55.5	8.3%	1.187	7.1%	6.34%	48.8%	36.9%	14.3%	[1-0.76 2]
159	H	(6)	3201.94	0.257	10.4%	0.229	10.4%	57.4	7.6%	1.245	7.1%	6.23%	51.3%	33.9%	14.9%	[1-0.82 2]
160	H	(6)	3222.81	0.262	10.8%	0.235	10.8%	56.7	8.2%	1.284	7.1%	6.15%	52.9%	32.4%	14.7%	[1-0.77 2]
161	H	(6)	3242.51	0.269	10.3%	0.242	10.3%	57.0	7.7%	1.311	6.9%	6.07%	53.3%	31.9%	14.8%	[1-0.80 2]
162	H	(6)	3262.21	0.279	9.5%	0.253	9.5%	58.1	6.9%	1.335	6.6%	5.99%	52.6%	32.2%	15.2%	[1-0.82 2]
163	H	(6)	3281.92	0.283	9.2%	0.258	9.2%	58.2	6.8%	1.353	6.2%	5.92%	52.1%	32.7%	15.2%	[1-0.84 2]
164	H	(6)	3302.80	0.289	8.9%	0.266	8.9%	58.2	6.5%	1.380	6.0%	5.83%	51.6%	33.2%	15.2%	[1-0.82 0]
165	H	(6)	3322.51	0.301	8.4%	0.278	8.4%	59.7	5.8%	1.402	6.0%	5.77%	51.7%	32.7%	15.6%	[1-0.83 0]
166	H	(6)	3342.22	0.301	9.0%	0.280	9.0%	59.6	6.6%	1.402	6.1%	5.77%	52.4%	32.1%	15.5%	[1-0.83 0]
167	H	(6)	3361.94	0.285	9.0%	0.266	9.0%	56.4	6.6%	1.404	6.1%	5.75%	53.1%	32.3%	14.6%	[1-0.81 0]
168	H	(6)	3382.86	0.278	9.5%	0.262	9.5%	54.4	7.3%	1.422	6.1%	5.69%	53.1%	33.0%	14.0%	[1-0.77 0]
169	H	(6)	3402.58	0.280	9.5%	0.265	9.5%	54.4	7.4%	1.432	6.0%	5.64%	52.9%	33.2%	14.0%	[1-0.75 0]
170	H	(6)	3422.27	0.276	9.4%	0.262	9.4%	52.9	7.3%	1.447	5.9%	5.57%	52.3%	34.1%	13.6%	[1-0.72 0]
171	H	(6)	3443.13	0.266	9.7%	0.255	9.7%	50.4	7.8%	1.468	5.8%	5.51%	51.9%	35.2%	12.9%	[1-0.79 0]
172	H	(6)	3462.83	0.276	9.9%	0.265	9.9%	51.6	8.1%	1.484	5.7%	5.45%	51.4%	35.5%	13.2%	[1-0.74 0]
173	H	(6)	3482.52	0.271	9.3%	0.262	9.3%	50.7	7.3%	1.486	5.7%	5.42%	51.4%	35.7%	12.9%	[1-0.72 0]
174	H	(6)	3502.23	0.268	9.5%	0.260	9.5%	50.3	7.6%	1.479	5.8%	5.42%	51.4%	35.9%	12.8%	[1-0.73 0]
175	H	(6)	3523.11	0.276	9.9%	0.270	9.9%	51.1	8.1%	1.501	5.7%	5.38%	51.6%	35.4%	13.0%	[1-0.79 0]
