[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
16	H	(3)	340.43	0.347	31.3%	0.033	31.3%	168.9	6.9%	0.571	30.5%	27.67%	17.8%	35.7%	46.6%	[1-1.00 0]
17	H	(3)	360.13	0.355	29.2%	0.035	29.2%	169.4	6.2%	0.582	28.6%	26.51%	16.8%	36.5%	46.7%	[1-1.00 0]
18	H	(3)	379.95	0.355	29.0%	0.037	29.0%	168.7	8.2%	0.585	27.8%	25.74%	16.9%	37.2%	45.9%	[1-1.00 0]
19	H	(3)	399.85	0.360	28.7%	0.040	28.7%	172.3	8.9%	0.581	27.2%	25.02%	21.1%	29.7%	49.2%	[1-1.00 0]
20	H	(3)	419.69	0.367	27.2%	0.043	27.2%	170.3	8.4%	0.599	25.8%	24.19%	23.9%	26.8%	49.3%	[1-1.00 0]
21	H	(3)	440.66	0.380	23.6%	0.046	23.6%	147.4	8.0%	0.715	22.2%	21.81%	32.3%	27.2%	40.5%	[1-1.00 0]
22	H	(3)	460.37	0.383	20.7%	0.049	20.7%	124.9	5.5%	0.853	20.0%	19.97%	41.9%	24.5%	33.6%	[1-1.00 0]
23	H	(3)	480.06	0.463	19.7%	0.062	19.7%	133.8	5.5%	0.962	19.0%	18.79%	43.6%	20.6%	35.9%	[1-1.00 0]
24	H	(3)	500.93	0.550	19.0%	0.077	19.0%	148.0	6.2%	1.033	18.0%	17.74%	44.0%	16.3%	39.7%	[1-1.00 0]
25	H	(3)	520.62	0.493	18.9%	0.071	18.9%	140.4	5.9%	0.976	17.9%	17.07%	37.3%	24.9%	37.7%	[1-0.00 2]
26	H	(3)	540.31	0.499	17.4%	0.075	17.4%	137.5	5.3%	1.009	16.6%	16.41%	34.7%	28.3%	37.0%	[1-0.48 2]
27	H	(3)	560.01	0.600	16.7%	0.093	16.7%	151.5	4.8%	1.101	16.0%	15.77%	37.1%	22.4%	40.4%	[1-0.90 2]
28	H	(3)	580.86	0.693	15.3%	0.112	15.3%	150.9	4.3%	1.276	14.7%	14.65%	39.7%	20.1%	40.2%	[1-1.00 1]
29	H	(3)	600.56	0.709	14.4%	0.118	14.4%	139.3	4.1%	1.415	13.8%	13.80%	42.3%	19.9%	37.8%	[1-1.00 1]
30	H	(3)	620.35	0.692	14.0%	0.119	14.0%	129.1	4.8%	1.488	13.2%	13.07%	42.9%	22.4%	34.7%	[1-0.81 2]
31	H	(3)	640.07	0.609	13.7%	0.108	13.7%	111.3	5.7%	1.519	12.5%	12.40%	39.9%	30.0%	30.1%	[1-0.63 2]
32	H	(3)	660.93	0.572	13.1%	0.105	13.1%	99.4	5.6%	1.597	11.9%	11.86%	36.7%	35.7%	27.6%	[1-0.85 2]
33	H	(3)	680.61	0.588	12.5%	0.111	12.5%	97.6	4.9%	1.674	11.5%	11.37%	38.1%	35.6%	26.3%	[1-0.85 2]
34	H	(3)	700.32	0.591	11.9%	0.115	11.9%	96.9	4.4%	1.694	11.1%	10.98%	32.8%	41.0%	26.2%	[1-0.69 2]
35	H	(3)	721.17	0.608	12.2%	0.122	12.2%	97.7	4.4%	1.728	11.4%	10.64%	27.7%	45.0%	27.3%	[1-0.78 2]
36	H	(3)	740.86	0.549	12.0%	0.113	12.0%	86.0	4.8%	1.773	11.0%	10.27%	28.6%	47.1%	24.3%	[1-0.75 2]
37	H	(6)	760.55	0.471	11.5%	0.100	11.5%	71.6	5.6%	1.827	10.1%	9.99%	29.8%	50.2%	20.0%	[1-0.88 2]
38	H	(6)	780.24	0.478	11.4%	0.104	11.4%	70.6	5.7%	1.878	9.8%	9.72%	30.9%	49.7%	19.4%	[1-0.80 2]
39	H	(6)	801.10	0.501	10.9%	0.111	10.9%	72.8	5.1%	1.912	9.6%	9.48%	30.1%	49.7%	20.1%	[1-0.72 2]
40	H	(6)	820.80	0.520	10.7%	0.119	10.7%	73.1	5.1%	1.975	9.4%	9.25%	31.8%	47.9%	20.3%	[1-0.77 2]
41	H	(6)	840.51	0.637	11.9%	0.149	11.9%	85.4	5.8%	2.072	10.3%	8.96%	33.0%	43.4%	23.6%	[1-0.55 2]
42	H	(6)	861.38	0.600	11.5%	0.144	11.5%	79.5	5.5%	2.098	10.1%	8.75%	31.0%	46.6%	22.3%	[1-0.61 2]
43	H	(6)	882.34	0.622	11.9%	0.152	11.9%	82.6	4.8%	2.092	10.9%	8.60%	29.8%	47.1%	23.0%	[1-0.35 2]
44	H	(6)	901.02	0.826	13.4%	0.207	13.4%	103.8	6.2%	2.210	11.9%	8.45%	30.3%	40.8%	28.9%	[1-0.67 2]
45	H	(6)	920.84	0.913	12.6%	0.234	12.6%	109.7	6.5%	2.312	10.8%	8.25%	31.6%	37.8%	30.6%	[1-0.82 2]
46	H	(6)	941.82	0.983	12.4%	0.257	12.4%	115.6	5.7%	2.363	11.0%	8.11%	33.0%	34.7%	32.3%	[1-0.80 2]
47	H	(6)	960.52	0.914	11.7%	0.244	11.7%	107.7	5.2%	2.357	10.4%	7.98%	32.6%	37.5%	30.0%	[1-0.73 2]
48	H	(6)	982.52	0.852	11.2%	0.233	11.2%	102.0	4.3%	2.320	10.3%	7.87%	31.8%	40.2%	28.0%	[1-0.67 2]
49	H	(6)	1002.32	0.866	14.6%	0.241	14.6%	104.3	8.2%	2.305	12.1%	7.83%	31.6%	39.2%	29.2%	[1-0.66 2]
50	H	(6)	1022.18	0.902	19.8%	0.256	19.8%	108.0	14.9%	2.320	13.0%	7.76%	30.3%	39.2%	30.5%	[1-0.70 2]
51	H	(6)	1041.98	0.960	22.2%	0.278	22.2%	113.6	17.6%	2.347	13.6%	7.68%	30.4%	37.8%	31.8%	[1-0.72 2]
52	H	(6)	1061.69	0.980	22.5%	0.289	22.5%	115.2	17.7%	2.362	13.9%	7.62%	32.5%	36.3%	31.2%	[1-0.69 2]
53	H	(6)	1082.81	1.030	22.6%	0.310	22.6%	118.8	17.8%	2.409	14.0%	7.51%	32.4%	35.9%	31.7%	[1-0.66 2]
54	H	(6)	1102.52	1.021	22.6%	0.313	22.6%	117.8	17.8%	2.408	14.0%	7.44%	32.0%	36.0%	32.0%	[1-0.79 2]
55	H	(6)	1121.25	0.661	17.5%	0.206	17.5%	81.2	13.6%	2.262	10.9%	7.38%	28.6%	48.8%	22.6%	[1-0.84 2]
56	H	(6)	1141.05	0.366	9.6%	0.116	9.6%	47.6	5.8%	2.138	7.6%	7.29%	23.7%	62.3%	14.0%	[1-0.77 2]
57	H	(6)	1162.04	0.578	13.8%	0.187	13.8%	72.3	10.2%	2.221	9.2%	7.23%	26.2%	53.8%	20.0%	[1-0.77 2]
58	H	(6)	1183.13	0.836	14.0%	0.275	14.0%	99.7	8.4%	2.327	11.2%	7.16%	28.1%	44.7%	27.2%	[1-0.76 2]
59	H	(6)	1201.80	0.877	15.0%	0.293	15.0%	103.5	9.1%	2.354	11.9%	7.09%	29.8%	41.7%	28.5%	[1-0.80 2]
60	H	(6)	1222.78	0.875	16.8%	0.297	16.8%	102.5	12.3%	2.374	11.5%	7.04%	31.4%	40.6%	28.0%	[1-0.83 2]
61	H	(6)	1242.63	0.865	16.8%	0.299	16.8%	102.2	11.8%	2.352	12.0%	7.00%	30.6%	40.8%	28.6%	[1-0.79 2]
62	H	(6)	1262.44	0.891	17.0%	0.312	17.0%	105.0	11.5%	2.356	12.5%	6.94%	32.3%	38.7%	29.0%	[1-0.75 2]
63	H	(6)	1282.14	0.853	14.8%	0.304	14.8%	100.8	8.6%	2.350	12.0%	6.88%	32.1%	40.4%	27.5%	[1-0.68 2]
64	H	(6)	1300.85	0.735	12.4%	0.266	12.4%	88.9	5.8%	2.297	11.0%	6.83%	29.6%	45.4%	25.0%	[1-0.61 2]
65	H	(6)	1321.82	0.658	11.5%	0.242	11.5%	81.4	5.8%	2.247	10.0%	6.78%	28.5%	48.3%	23.2%	[1-0.61 2]
66	H	(6)	1341.71	0.675	12.4%	0.252	12.4%	83.3	7.1%	2.251	10.2%	6.72%	28.5%	47.9%	23.5%	[1-0.55 2]
67	H	(6)	1362.69	0.675	14.7%	0.256	14.7%	82.6	9.9%	2.271	10.9%	6.66%	30.4%	46.7%	22.9%	[1-0.52 2]
68	H	(6)	1382.52	0.704	14.6%	0.270	14.6%	85.9	8.9%	2.276	11.6%	6.61%	30.6%	45.6%	23.7%	[1-0.45 2]
69	H	(6)	1402.40	0.732	15.1%	0.285	15.1%	89.3	8.8%	2.275	12.2%	6.55%	29.7%	45.9%	24.4%	[1-0.38 2]
70	H	(6)	1422.21	0.769	17.2%	0.304	17.2%	92.3	11.5%	2.313	12.8%	6.50%	30.9%	43.8%	25.3%	[1-0.43 2]
71	H	(6)	1443.20	0.779	17.8%	0.312	17.8%	94.6	12.1%	2.287	13.0%	6.46%	30.8%	42.6%	26.6%	[1-0.29 2]
72	H	(6)	1461.92	0.742	19.6%	0.301	19.6%	91.3	15.4%	2.257	12.2%	6.41%	30.0%	44.4%	25.6%	[1-0.39 2]
73	H	(6)	1482.90	0.803	25.5%	0.331	25.5%	97.9	22.3%	2.278	12.5%	6.39%	30.2%	42.7%	27.1%	[1-0.48 2]
74	H	(6)	1502.62	0.886	25.5%	0.370	25.5%	104.7	21.7%	2.351	13.4%	6.35%	32.1%	39.3%	28.7%	[1-0.49 2]
75	H	(6)	1523.59	0.885	22.3%	0.375	22.3%	104.4	17.7%	2.356	13.5%	6.30%	33.3%	38.1%	28.6%	[1-0.46 2]
76	H	(6)	1542.13	0.546	17.9%	0.234	17.9%	67.7	14.6%	2.238	10.4%	6.27%	31.2%	50.4%	18.3%	[1-0.51 2]
77	H	(6)	1562.09	0.227	7.9%	0.099	7.9%	29.6	3.5%	2.134	7.0%	6.23%	29.8%	62.6%	7.6%	[1-0.50 2]
78	H	(6)	1582.09	0.235	7.6%	0.103	7.6%	30.6	3.0%	2.137	7.0%	6.19%	29.7%	62.3%	8.1%	[1-0.49 2]
79	H	(6)	1601.89	0.232	7.4%	0.103	7.4%	30.3	3.0%	2.132	6.8%	6.15%	28.9%	63.1%	8.0%	[1-0.57 2]
80	H	(6)	1621.77	0.223	8.0%	0.101	8.0%	29.2	3.8%	2.128	7.1%	6.12%	28.9%	63.5%	7.5%	[1-0.55 2]
81	H	(6)	1641.59	0.226	8.9%	0.103	8.9%	29.6	4.6%	2.117	7.6%	6.09%	28.4%	63.8%	7.8%	[1-0.57 2]
82	H	(6)	1661.40	0.229	8.9%	0.106	8.9%	30.1	4.2%	2.121	7.9%	6.07%	28.9%	63.2%	7.9%	[1-0.62 2]
83	H	(6)	1682.51	0.228	8.3%	0.106	8.3%	29.5	3.6%	2.142	7.5%	6.01%	29.6%	62.7%	7.7%	[1-0.65 2]
84	H	(6)	1703.55	0.454	21.4%	0.215	21.4%	55.3	19.5%	2.278	9.0%	5.91%	32.0%	52.9%	15.1%	[1-0.63 2]
85	H	(6)	1723.47	0.690	24.5%	0.330	24.5%	80.2	21.8%	2.390	11.1%	5.86%	34.3%	42.9%	22.8%	[1-0.52 2]
86	H	(6)	1743.31	0.786	18.8%	0.381	18.8%	89.1	14.8%	2.450	11.6%	5.80%	33.7%	41.4%	25.0%	[1-0.55 2]
87	H	(6)	1763.11	0.823	18.6%	0.403	18.6%	92.0	14.3%	2.485	11.8%	5.74%	34.1%	40.3%	25.6%	[1-0.59 2]
88	H	(6)	1782.95	0.769	20.6%	0.381	20.6%	86.1	17.5%	2.481	11.0%	5.67%	34.0%	42.2%	23.9%	[1-0.65 2]
89	H	(6)	1801.58	0.530	16.4%	0.265	16.4%	61.6	14.2%	2.390	8.3%	5.62%	31.4%	51.8%	16.9%	[1-0.62 2]
90	H	(6)	1823.73	0.488	12.5%	0.247	12.5%	56.8	9.4%	2.385	8.2%	5.57%	31.8%	52.4%	15.9%	[1-0.58 2]
91	H	(6)	1843.60	0.785	18.1%	0.402	18.1%	87.7	14.8%	2.488	10.3%	5.52%	33.4%	42.9%	23.8%	[1-0.54 2]
92	H	(6)	1863.40	0.827	23.8%	0.428	23.8%	93.1	21.3%	2.467	10.6%	5.48%	30.8%	43.7%	25.5%	[1-0.27 2]
93	H	(6)	1883.20	0.868	27.7%	0.454	27.7%	95.8	25.5%	2.516	10.9%	5.42%	29.9%	43.4%	26.7%	[1-0.26 2]
94	H	(6)	1903.08	0.765	22.3%	0.404	22.3%	84.8	20.2%	2.505	9.4%	5.38%	29.3%	47.1%	23.6%	[1-0.31 2]
95	H	(6)	1923.94	0.672	14.0%	0.359	14.0%	75.1	11.4%	2.486	8.2%	5.32%	29.1%	49.6%	21.3%	[1-0.42 2]
96	H	(6)	1943.91	0.763	12.1%	0.412	12.1%	83.6	8.8%	2.536	8.3%	5.27%	30.7%	45.9%	23.4%	[1-0.51 2]
97	H	(6)	1962.46	0.738	9.2%	0.402	9.2%	80.8	6.0%	2.537	7.0%	5.23%	29.9%	47.4%	22.7%	[1-0.50 2]
98	H	(6)	1982.27	0.691	8.0%	0.380	8.0%	75.6	5.1%	2.536	6.2%	5.19%	28.7%	49.9%	21.4%	[1-0.51 2]
99	H	(6)	2002.15	0.695	8.2%	0.386	8.2%	75.6	5.5%	2.552	6.1%	5.15%	29.0%	49.8%	21.1%	[1-0.45 2]
100	H	(6)	2023.12	0.709	8.4%	0.398	8.4%	76.2	5.8%	2.582	6.1%	5.11%	29.5%	49.3%	21.3%	[1-0.48 2]
101	H	(6)	2042.96	0.687	8.5%	0.390	8.5%	73.9	5.8%	2.583	6.2%	5.07%	30.1%	49.1%	20.8%	[1-0.49 2]
102	H	(6)	2062.64	0.682	8.2%	0.391	8.2%	72.5	5.8%	2.614	5.8%	5.03%	30.6%	49.0%	20.4%	[1-0.48 2]
103	H	(6)	2082.33	0.692	8.0%	0.400	8.0%	72.6	6.0%	2.649	5.3%	4.98%	30.7%	49.1%	20.2%	[1-0.52 2]
104	H	(6)	2103.20	0.700	7.8%	0.409	7.8%	73.5	5.6%	2.648	5.4%	4.94%	30.7%	48.7%	20.6%	[1-0.45 2]
105	H	(6)	2122.91	0.732	7.6%	0.431	7.6%	76.7	5.5%	2.650	5.3%	4.91%	30.0%	48.3%	21.6%	[1-0.47 2]
106	H	(6)	2142.62	0.720	7.9%	0.428	7.9%	75.2	5.9%	2.659	5.3%	4.88%	29.8%	49.1%	21.0%	[1-0.40 2]
107	H	(6)	2163.48	0.718	8.0%	0.431	8.0%	74.7	6.1%	2.667	5.2%	4.84%	30.1%	49.3%	20.6%	[1-0.35 2]
108	H	(6)	2183.19	0.751	7.8%	0.455	7.8%	77.4	5.8%	2.696	5.2%	4.80%	31.0%	47.7%	21.3%	[1-0.47 2]
109	H	(6)	2203.03	0.785	7.3%	0.480	7.3%	79.6	5.2%	2.739	5.1%	4.76%	32.1%	45.7%	22.2%	[1-0.51 2]
110	H	(6)	2222.92	0.806	8.0%	0.497	8.0%	80.9	6.1%	2.766	5.1%	4.72%	32.0%	45.1%	22.9%	[1-0.47 2]
111	H	(6)	2242.64	0.813	8.2%	0.506	8.2%	80.6	6.4%	2.800	5.1%	4.69%	32.0%	45.2%	22.7%	[1-0.55 2]
112	H	(6)	2263.51	0.862	8.1%	0.542	8.1%	85.4	6.4%	2.805	5.1%	4.66%	31.7%	44.9%	23.5%	[1-0.53 2]
113	H	(6)	2283.22	0.870	8.0%	0.552	8.0%	85.3	6.2%	2.834	5.0%	4.63%	31.8%	44.6%	23.6%	[1-0.59 2]
114	H	(6)	2302.91	0.867	7.3%	0.555	7.3%	84.4	5.3%	2.853	5.0%	4.60%	32.3%	44.5%	23.2%	[1-0.64 2]
115	H	(6)	2323.76	0.903	7.0%	0.583	7.0%	87.1	5.0%	2.881	5.0%	4.56%	31.5%	44.6%	23.8%	[1-0.63 2]
116	H	(6)	2343.45	0.868	7.8%	0.565	7.8%	83.5	6.0%	2.889	4.9%	4.54%	31.3%	45.4%	23.3%	[1-0.61 2]
117	H	(6)	2363.14	0.818	8.5%	0.537	8.5%	78.9	6.9%	2.880	4.9%	4.51%	31.4%	46.4%	22.2%	[1-0.63 2]
118	H	(6)	2382.85	0.784	8.1%	0.519	8.1%	76.1	6.4%	2.863	4.9%	4.49%	30.9%	47.6%	21.6%	[1-0.58 2]
119	H	(6)	2403.70	0.812	7.3%	0.542	7.3%	78.3	5.4%	2.882	4.9%	4.46%	30.8%	47.0%	22.2%	[1-0.63 2]
120	H	(6)	2423.39	0.820	7.4%	0.552	7.4%	78.6	5.6%	2.900	4.8%	4.43%	31.1%	46.4%	22.5%	[1-0.63 2]
121	H	(6)	2443.30	0.782	7.7%	0.531	7.7%	75.1	6.0%	2.894	4.8%	4.39%	30.5%	48.0%	21.5%	[1-0.56 2]
122	H	(6)	2463.10	0.765	7.4%	0.523	7.4%	73.9	5.6%	2.875	4.8%	4.37%	29.7%	49.2%	21.1%	[1-0.52 2]
123	H	(6)	2483.95	0.766	7.6%	0.528	7.6%	74.1	5.8%	2.871	4.8%	4.34%	29.3%	49.9%	20.8%	[1-0.46 2]
124	H	(6)	2503.66	0.816	8.2%	0.568	8.2%	78.9	6.7%	2.872	4.8%	4.32%	29.0%	49.4%	21.5%	[1-0.46 2]
125	H	(6)	2523.35	0.842	8.3%	0.590	8.3%	80.2	6.8%	2.917	4.7%	4.29%	29.2%	48.3%	22.5%	[1-0.49 2]
126	H	(6)	2543.06	0.868	7.6%	0.613	7.6%	81.6	6.0%	2.954	4.7%	4.26%	28.8%	47.9%	23.2%	[1-0.54 2]
127	H	(6)	2563.94	0.913	7.1%	0.651	7.1%	84.8	5.3%	2.990	4.7%	4.23%	28.6%	47.7%	23.7%	[1-0.59 2]
128	H	(6)	2583.65	0.926	7.4%	0.665	7.4%	85.0	5.7%	3.026	4.6%	4.20%	29.8%	46.5%	23.7%	[1-0.63 2]
129	H	(6)	2603.35	0.937	7.7%	0.678	7.7%	85.8	6.2%	3.034	4.6%	4.18%	30.4%	45.7%	23.8%	[1-0.65 2]
130	H	(6)	2623.06	0.922	8.2%	0.672	8.2%	84.2	6.7%	3.042	4.6%	4.16%	31.0%	45.9%	23.0%	[1-0.64 2]
131	H	(6)	2643.93	0.905	7.8%	0.664	7.8%	82.2	6.3%	3.056	4.6%	4.13%	31.2%	46.0%	22.8%	[1-0.64 2]
132	H	(6)	2663.63	0.931	7.0%	0.689	7.0%	84.7	5.3%	3.053	4.6%	4.11%	31.1%	44.9%	24.0%	[1-0.64 2]
133	H	(6)	2683.47	0.981	6.9%	0.731	6.9%	88.6	5.2%	3.075	4.5%	4.10%	31.2%	44.3%	24.4%	[1-0.66 2]
134	H	(6)	2703.28	1.002	6.8%	0.752	6.8%	90.4	5.1%	3.077	4.5%	4.08%	30.2%	45.2%	24.6%	[1-0.67 2]
135	H	(6)	2724.15	0.963	6.9%	0.728	6.9%	86.6	5.3%	3.089	4.5%	4.05%	30.3%	45.7%	24.0%	[1-0.70 2]
136	H	(6)	2743.85	0.944	6.7%	0.719	6.7%	84.0	5.0%	3.123	4.5%	4.03%	30.9%	45.7%	23.4%	[1-0.69 2]
137	H	(6)	2763.53	0.990	7.1%	0.760	7.1%	87.6	5.5%	3.140	4.5%	4.01%	30.7%	45.4%	23.9%	[1-0.67 2]
138	H	(6)	2783.24	0.974	7.4%	0.753	7.4%	86.4	5.9%	3.133	4.5%	3.99%	31.3%	45.3%	23.3%	[1-0.70 2]
139	H	(6)	2804.12	0.954	6.5%	0.743	6.5%	84.5	4.8%	3.136	4.4%	3.97%	31.8%	45.0%	23.2%	[1-0.72 2]
140	H	(6)	2823.81	0.970	6.4%	0.761	6.4%	85.4	4.6%	3.154	4.4%	3.95%	31.8%	44.6%	23.7%	[1-0.74 2]
141	H	(6)	2843.49	0.962	6.8%	0.760	6.8%	84.5	5.2%	3.165	4.4%	3.93%	31.4%	45.3%	23.2%	[1-0.75 2]
142	H	(6)	2864.36	0.971	6.9%	0.773	6.9%	85.6	5.3%	3.152	4.4%	3.92%	31.2%	45.2%	23.6%	[1-0.77 2]
143	H	(6)	2884.05	0.957	6.3%	0.767	6.3%	84.5	4.6%	3.146	4.4%	3.89%	31.0%	45.9%	23.1%	[1-0.78 2]
144	H	(6)	2903.76	0.940	6.0%	0.758	6.0%	82.7	4.1%	3.158	4.4%	3.88%	30.4%	47.1%	22.5%	[1-0.78 2]
145	H	(6)	2924.64	0.923	6.9%	0.750	6.9%	80.6	5.3%	3.181	4.3%	3.86%	31.1%	46.3%	22.6%	[1-0.78 2]
146	H	(6)	2944.51	0.906	7.1%	0.741	7.1%	79.3	5.7%	3.172	4.3%	3.84%	31.0%	46.7%	22.3%	[1-0.71 2]
147	H	(6)	2964.21	0.968	6.2%	0.797	6.2%	84.5	4.4%	3.181	4.3%	3.82%	30.3%	46.4%	23.3%	[1-0.73 2]
148	H	(6)	2983.90	0.999	6.6%	0.828	6.6%	86.1	5.0%	3.224	4.3%	3.81%	30.9%	45.6%	23.5%	[1-0.78 2]
149	H	(6)	3004.78	0.954	7.1%	0.797	7.1%	82.2	5.6%	3.226	4.3%	3.79%	30.9%	46.5%	22.5%	[1-0.76 2]
150	H	(6)	3024.48	0.937	7.1%	0.787	7.1%	80.8	5.6%	3.220	4.3%	3.77%	31.3%	46.6%	22.1%	[1-0.75 2]
151	H	(6)	3044.18	0.994	6.8%	0.841	6.8%	85.7	5.4%	3.223	4.3%	3.76%	31.1%	45.8%	23.1%	[1-0.73 2]
152	H	(6)	3063.87	0.988	7.8%	0.841	7.8%	85.2	6.6%	3.221	4.2%	3.74%	30.6%	46.2%	23.2%	[1-0.75 2]
153	H	(6)	3084.71	0.935	8.3%	0.801	8.3%	80.5	7.1%	3.225	4.2%	3.72%	30.8%	47.0%	22.2%	[1-0.76 2]
154	H	(6)	3104.40	0.933	6.9%	0.805	6.9%	80.2	5.5%	3.235	4.2%	3.70%	31.1%	46.6%	22.3%	[1-0.77 2]
155	H	(6)	3124.10	0.951	6.5%	0.825	6.5%	80.8	4.9%	3.268	4.2%	3.69%	31.1%	46.3%	22.6%	[1-0.76 2]
156	H	(6)	3144.96	0.975	6.7%	0.852	6.7%	82.0	5.3%	3.303	4.2%	3.67%	31.6%	45.4%	23.0%	[1-0.74 2]
157	H	(6)	3164.66	0.989	7.9%	0.870	7.9%	83.3	6.7%	3.300	4.2%	3.66%	31.8%	44.8%	23.4%	[1-0.74 2]
158	H	(6)	3184.46	0.994	8.2%	0.879	8.2%	83.9	7.1%	3.289	4.2%	3.64%	31.7%	44.9%	23.4%	[1-0.73 2]
159	H	(6)	3204.26	0.954	7.5%	0.849	7.5%	80.6	6.3%	3.286	4.1%	3.63%	32.0%	45.3%	22.7%	[1-0.75 2]
160	H	(6)	3225.13	0.920	7.3%	0.825	7.3%	77.6	6.0%	3.294	4.1%	3.62%	31.6%	46.5%	22.0%	[1-0.72 2]
161	H	(6)	3244.82	0.945	7.0%	0.852	7.0%	80.2	5.6%	3.274	4.1%	3.60%	31.1%	46.7%	22.2%	[1-0.72 2]
162	H	(6)	3264.51	0.969	6.9%	0.879	6.9%	82.3	5.5%	3.273	4.1%	3.59%	31.0%	46.3%	22.7%	[1-0.72 2]
163	H	(6)	3284.21	0.962	7.1%	0.878	7.1%	81.3	5.8%	3.290	4.1%	3.58%	30.9%	46.5%	22.6%	[1-0.68 2]
164	H	(6)	3305.10	0.936	7.1%	0.860	7.1%	79.3	5.9%	3.280	4.1%	3.56%	31.7%	46.4%	21.8%	[1-0.74 2]
165	H	(6)	3324.81	0.954	6.4%	0.881	6.4%	80.6	4.9%	3.289	4.1%	3.55%	32.1%	45.8%	22.0%	[1-0.71 2]
166	H	(6)	3344.51	0.972	6.8%	0.903	6.8%	81.4	5.5%	3.316	4.1%	3.53%	31.9%	45.5%	22.6%	[1-0.68 2]
167	H	(6)	3364.22	0.943	8.4%	0.882	8.4%	78.8	7.4%	3.324	4.0%	3.51%	32.1%	45.8%	22.1%	[1-0.70 2]
168	H	(6)	3385.09	0.950	8.6%	0.893	8.6%	79.4	7.6%	3.325	4.0%	3.50%	31.6%	46.3%	22.1%	[1-0.69 2]
169	H	(6)	3404.78	0.960	8.1%	0.908	8.1%	80.2	7.0%	3.326	4.0%	3.49%	31.1%	46.4%	22.5%	[1-0.66 2]
170	H	(6)	3424.62	0.947	6.8%	0.901	6.8%	78.9	5.5%	3.331	4.0%	3.48%	31.4%	46.5%	22.1%	[1-0.67 2]
171	H	(6)	3444.51	0.972	6.5%	0.930	6.5%	81.0	5.1%	3.331	4.0%	3.47%	31.3%	46.2%	22.5%	[1-0.70 2]
172	H	(6)	3465.38	0.981	6.7%	0.944	6.7%	82.0	5.3%	3.325	4.0%	3.46%	30.8%	46.7%	22.5%	[1-0.70 2]
173	H	(6)	3485.08	0.949	6.4%	0.918	6.4%	79.5	5.0%	3.312	4.0%	3.45%	31.3%	47.0%	21.7%	[1-0.71 2]
174	H	(6)	3504.78	0.924	6.6%	0.899	6.6%	77.3	5.3%	3.318	4.0%	3.43%	31.6%	47.1%	21.3%	[1-0.72 2]
