[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
47	L	(3)	1079.98	0.029	100.0%	0.009	100.0%	339.2	32.4%	0.024	100.0%	78.86%	5.2%	9.9%	84.8%	[1-0.43 0]
48	L	(3)	1100.89	0.028	100.0%	0.009	100.0%	334.1	31.4%	0.023	100.0%	78.86%	5.3%	10.9%	83.9%	[1-0.43 0]
49	L	(3)	1120.61	0.027	100.0%	0.008	100.0%	329.3	30.7%	0.023	100.0%	78.86%	5.0%	12.1%	82.9%	[1-0.43 0]
50	L	(3)	1140.33	0.026	100.0%	0.008	100.0%	325.8	29.9%	0.022	100.0%	78.86%	4.7%	13.2%	82.1%	[1-0.43 0]
51	L	(3)	1160.03	0.026	100.0%	0.008	100.0%	326.9	29.9%	0.022	100.0%	78.86%	4.6%	13.2%	82.2%	[1-0.43 0]
52	L	(3)	1180.92	0.025	100.0%	0.008	100.0%	326.9	29.8%	0.022	100.0%	78.86%	4.7%	13.1%	82.2%	[1-0.43 0]
53	L	(3)	1200.61	0.024	100.0%	0.008	100.0%	305.2	29.2%	0.022	100.0%	76.70%	5.5%	17.4%	77.1%	[1-0.43 0]
54	L	(3)	1220.31	0.021	100.0%	0.007	100.0%	284.9	28.3%	0.021	100.0%	76.70%	6.0%	21.9%	72.1%	[1-0.43 0]
55	L	(3)	1241.17	0.019	100.0%	0.007	100.0%	264.3	27.3%	0.020	100.0%	76.70%	7.0%	25.9%	67.1%	[1-0.43 0]
56	L	(3)	1260.85	0.017	100.0%	0.006	100.0%	243.2	25.9%	0.019	97.2%	76.70%	7.9%	30.1%	61.9%	[1-0.43 0]
57	L	(3)	1280.54	0.015	98.1%	0.005	98.1%	222.5	24.9%	0.018	94.9%	76.70%	8.6%	34.3%	57.1%	[1-0.43 0]
58	L	(3)	1300.23	0.017	98.4%	0.006	98.4%	243.7	26.0%	0.019	94.9%	75.41%	8.0%	30.4%	61.6%	[1-0.43 0]
59	L	(3)	1321.09	0.019	100.0%	0.007	100.0%	264.6	27.3%	0.020	97.2%	75.41%	7.7%	26.1%	66.2%	[1-0.43 0]
60	L	(3)	1341.96	0.020	100.0%	0.007	100.0%	276.0	27.6%	0.020	98.0%	74.53%	7.2%	24.0%	68.9%	[1-0.43 0]
61	L	(3)	1361.68	0.021	100.0%	0.008	100.0%	287.7	27.9%	0.020	99.8%	74.53%	6.8%	21.6%	71.5%	[1-0.43 0]
62	L	(3)	1381.42	0.022	100.0%	0.008	100.0%	299.2	28.1%	0.020	100.0%	74.53%	6.5%	19.4%	74.2%	[1-0.43 0]
63	L	(3)	1401.13	0.020	100.0%	0.008	100.0%	291.7	27.6%	0.019	100.0%	74.53%	6.3%	20.9%	72.7%	[1-0.43 0]
64	L	(3)	1422.01	0.019	100.0%	0.007	100.0%	281.6	26.9%	0.019	100.0%	74.53%	6.6%	22.7%	70.7%	[1-0.43 0]
65	L	(3)	1441.73	0.019	100.0%	0.007	100.0%	281.2	26.9%	0.018	100.0%	74.53%	6.6%	22.9%	70.5%	[1-0.43 0]
66	L	(3)	1461.50	0.018	100.0%	0.007	100.0%	280.1	26.8%	0.018	100.0%	74.53%	6.7%	23.0%	70.3%	[1-0.43 0]
67	L	(3)	1481.21	0.018	100.0%	0.007	100.0%	279.1	26.8%	0.018	100.0%	74.53%	6.7%	23.2%	70.1%	[1-0.43 0]
68	L	(3)	1502.06	0.017	100.0%	0.007	100.0%	277.8	26.8%	0.017	100.0%	74.53%	6.8%	23.2%	70.0%	[1-0.43 0]
69	L	(3)	1521.77	0.018	100.0%	0.007	100.0%	275.1	27.0%	0.018	99.0%	69.65%	8.4%	22.2%	69.4%	[1-0.43 0]
70	L	(3)	1541.46	0.017	100.0%	0.007	100.0%	272.6	27.1%	0.018	99.9%	69.65%	9.9%	21.3%	68.9%	[1-0.43 0]
71	L	(3)	1561.15	0.019	93.6%	0.008	93.6%	266.2	26.7%	0.020	89.7%	63.48%	11.4%	21.5%	67.1%	[1-0.43 0]
72	L	(3)	1580.83	0.019	94.6%	0.008	94.6%	260.5	26.3%	0.020	90.9%	63.48%	12.9%	21.6%	65.5%	[1-0.43 0]
73	L	(3)	1600.54	0.018	95.3%	0.008	95.3%	253.8	25.7%	0.020	91.8%	63.48%	14.4%	22.0%	63.6%	[1-0.43 0]
74	L	(3)	1621.41	0.018	93.1%	0.008	93.1%	250.0	25.9%	0.020	89.4%	61.31%	13.7%	24.5%	61.8%	[1-0.43 0]
75	L	(3)	1641.10	0.018	93.8%	0.008	93.8%	246.0	26.5%	0.021	90.0%	61.31%	13.0%	26.9%	60.0%	[1-0.43 0]
76	L	(3)	1660.82	0.019	93.7%	0.009	93.7%	248.4	27.1%	0.021	89.8%	61.31%	12.3%	27.9%	59.9%	[1-0.43 0]
77	L	(3)	1680.52	0.018	93.6%	0.009	93.6%	247.4	27.6%	0.021	89.5%	61.31%	11.6%	29.4%	59.0%	[1-0.43 0]
78	L	(3)	1701.46	0.020	92.8%	0.009	92.8%	256.1	28.7%	0.022	88.3%	60.67%	10.5%	29.7%	59.8%	[1-0.43 0]
79	L	(3)	1721.16	0.025	70.5%	0.012	70.5%	243.3	26.8%	0.028	65.2%	55.78%	10.8%	31.8%	57.5%	[1-0.43 0]
80	L	(3)	1740.86	0.023	70.1%	0.011	70.1%	230.6	24.6%	0.027	65.7%	55.78%	11.4%	33.4%	55.2%	[1-0.43 0]
81	L	(3)	1760.57	0.020	70.0%	0.010	70.0%	215.3	22.7%	0.026	66.2%	55.78%	11.5%	36.2%	52.3%	[1-0.43 0]
82	L	(3)	1781.44	0.018	69.8%	0.009	69.8%	203.7	20.6%	0.025	66.7%	55.78%	11.9%	37.9%	50.2%	[1-0.43 0]
83	L	(3)	1801.15	0.016	67.9%	0.008	67.9%	182.4	17.0%	0.024	65.7%	55.78%	12.8%	40.9%	46.3%	[1-0.43 0]
84	L	(3)	1820.87	0.015	67.8%	0.008	67.8%	182.5	17.0%	0.023	65.7%	55.78%	12.8%	40.9%	46.3%	[1-0.43 0]
85	L	(3)	1841.73	0.015	67.8%	0.008	67.8%	182.5	17.0%	0.023	65.7%	55.78%	12.6%	41.1%	46.3%	[1-0.43 0]
86	L	(3)	1861.42	0.015	67.9%	0.008	67.9%	182.3	17.1%	0.023	65.7%	55.78%	12.7%	41.0%	46.3%	[1-0.43 0]
87	L	(3)	1881.14	0.015	67.8%	0.008	67.8%	183.4	17.1%	0.023	65.6%	55.78%	12.7%	40.8%	46.5%	[1-0.43 0]
88	L	(3)	1900.84	0.015	67.7%	0.008	67.7%	183.8	17.2%	0.022	65.5%	55.78%	12.8%	40.6%	46.6%	[1-0.43 0]
89	L	(3)	1921.69	0.015	67.7%	0.008	67.7%	184.3	17.1%	0.022	65.5%	55.78%	12.7%	40.6%	46.7%	[1-0.43 0]
90	L	(3)	1941.38	0.014	67.7%	0.008	67.7%	183.7	17.1%	0.022	65.6%	55.78%	12.8%	40.5%	46.6%	[1-0.43 0]
91	L	(3)	1961.09	0.014	67.6%	0.008	67.6%	184.6	17.0%	0.022	65.4%	55.78%	12.9%	40.3%	46.8%	[1-0.43 0]
92	L	(3)	1981.93	0.014	67.6%	0.008	67.6%	183.9	16.9%	0.022	65.5%	55.78%	12.8%	40.6%	46.6%	[1-0.43 0]
93	L	(3)	2001.66	0.014	67.7%	0.008	67.7%	182.5	16.9%	0.021	65.6%	55.78%	12.8%	41.0%	46.3%	[1-0.43 0]
94	L	(3)	2021.37	0.014	67.7%	0.008	67.7%	183.0	17.0%	0.021	65.5%	55.78%	12.8%	40.7%	46.4%	[1-0.43 0]
95	L	(3)	2041.09	0.015	67.5%	0.009	67.5%	196.5	17.3%	0.021	65.3%	55.28%	12.1%	38.3%	49.6%	[1-0.43 0]
96	L	(3)	2061.95	0.017	69.1%	0.010	69.1%	212.5	19.3%	0.022	66.4%	55.28%	11.2%	35.8%	53.0%	[1-0.43 0]
97	L	(3)	2081.65	0.018	70.4%	0.010	70.4%	227.4	20.8%	0.022	67.3%	55.28%	10.6%	33.1%	56.3%	[1-0.43 0]
98	L	(3)	2101.34	0.020	71.6%	0.011	71.6%	242.9	21.9%	0.022	68.1%	55.28%	9.9%	30.4%	59.8%	[1-0.43 0]
99	L	(3)	2121.04	0.021	72.9%	0.012	72.9%	258.7	23.5%	0.023	69.0%	55.28%	9.0%	27.8%	63.1%	[1-0.43 0]
100	L	(3)	2141.92	0.022	73.1%	0.013	73.1%	265.0	24.8%	0.023	68.8%	55.28%	8.9%	27.3%	63.9%	[1-0.43 0]
101	L	(3)	2161.61	0.024	73.0%	0.015	73.0%	277.9	25.8%	0.024	68.3%	53.99%	8.6%	25.2%	66.2%	[1-0.43 0]
102	L	(3)	2181.31	0.024	73.3%	0.015	73.3%	278.0	26.8%	0.024	68.3%	53.99%	8.3%	25.8%	65.9%	[1-0.43 0]
103	L	(3)	2202.16	0.023	73.3%	0.014	73.3%	270.6	27.6%	0.024	67.9%	53.99%	8.4%	27.7%	63.9%	[1-0.43 0]
104	L	(3)	2221.85	0.026	74.0%	0.016	74.0%	284.1	27.8%	0.025	68.5%	53.99%	8.2%	25.3%	66.5%	[1-0.43 0]
105	L	(3)	2241.57	0.025	65.8%	0.016	65.8%	256.2	26.9%	0.027	60.1%	51.83%	9.5%	30.0%	60.4%	[1-0.43 0]
106	L	(3)	2261.27	0.020	64.0%	0.012	64.0%	219.1	24.7%	0.025	59.0%	51.83%	11.2%	35.9%	52.8%	[1-0.43 0]
107	L	(3)	2282.12	0.017	62.8%	0.011	62.8%	194.9	21.9%	0.024	58.9%	51.83%	12.5%	40.1%	47.5%	[1-0.43 0]
108	L	(3)	2301.83	0.015	60.5%	0.010	60.5%	172.4	19.6%	0.024	57.2%	49.66%	14.4%	43.2%	42.4%	[1-0.43 0]
109	L	(3)	2321.55	0.011	55.8%	0.007	55.8%	132.3	14.7%	0.023	53.9%	49.02%	16.4%	49.9%	33.8%	[1-0.43 0]
110	L	(3)	2341.27	0.011	56.4%	0.007	56.4%	130.2	14.6%	0.023	54.4%	49.02%	16.7%	50.1%	33.2%	[1-0.43 0]
111	L	(3)	2362.15	0.010	57.0%	0.007	57.0%	126.9	14.4%	0.022	55.1%	49.02%	16.8%	50.9%	32.3%	[1-0.43 0]
112	L	(3)	2381.86	0.010	53.3%	0.007	53.3%	118.2	14.0%	0.024	51.4%	47.73%	17.8%	52.1%	30.1%	[1-0.43 0]
113	L	(3)	2401.56	0.010	53.5%	0.007	53.5%	116.2	13.8%	0.024	51.7%	47.73%	17.7%	52.6%	29.7%	[1-0.43 0]
114	L	(3)	2422.41	0.009	53.6%	0.006	53.6%	109.6	13.4%	0.024	51.9%	47.73%	17.9%	53.9%	28.2%	[1-0.43 0]
115	L	(3)	2442.13	0.009	53.7%	0.006	53.7%	102.9	13.2%	0.023	52.1%	47.73%	18.4%	54.9%	26.7%	[1-0.43 0]
116	L	(3)	2461.83	0.008	53.8%	0.006	53.8%	97.4	12.9%	0.023	52.2%	47.73%	19.0%	55.7%	25.4%	[1-0.43 0]
117	L	(3)	2481.54	0.008	52.3%	0.006	52.3%	97.5	12.9%	0.024	50.6%	46.85%	19.1%	55.5%	25.4%	[1-0.43 0]
118	L	(3)	2502.40	0.008	52.4%	0.006	52.4%	96.3	12.8%	0.023	50.9%	46.85%	19.1%	55.8%	25.1%	[1-0.43 0]
119	L	(3)	2522.09	0.008	52.6%	0.006	52.6%	95.7	12.7%	0.023	51.0%	46.85%	19.1%	55.9%	24.9%	[1-0.43 0]
120	L	(3)	2541.79	0.008	52.8%	0.006	52.8%	95.3	12.7%	0.023	51.2%	46.85%	19.2%	56.1%	24.8%	[1-0.43 0]
121	L	(3)	2561.51	0.008	52.9%	0.006	52.9%	94.1	12.6%	0.023	51.4%	46.85%	19.3%	56.3%	24.3%	[1-0.43 0]
122	L	(3)	2582.36	0.008	52.9%	0.006	52.9%	94.2	12.6%	0.023	51.4%	46.85%	19.2%	56.4%	24.4%	[1-0.43 0]
123	L	(3)	2602.09	0.008	52.9%	0.006	52.9%	94.6	12.6%	0.023	51.4%	46.85%	19.4%	56.0%	24.6%	[1-0.43 0]
124	L	(3)	2621.80	0.008	52.9%	0.006	52.9%	94.1	12.7%	0.022	51.3%	46.85%	19.6%	56.2%	24.3%	[1-0.43 0]
125	L	(3)	2642.67	0.008	52.8%	0.006	52.8%	94.7	12.8%	0.022	51.3%	46.85%	19.8%	55.8%	24.4%	[1-0.43 0]
126	L	(3)	2662.38	0.008	52.8%	0.006	52.8%	95.1	12.6%	0.022	51.3%	46.85%	19.5%	55.8%	24.7%	[1-0.43 0]
127	L	(3)	2682.09	0.008	51.7%	0.006	51.7%	97.9	12.6%	0.023	50.1%	46.20%	20.0%	54.9%	25.1%	[1-0.43 0]
128	L	(3)	2701.79	0.008	51.7%	0.006	51.7%	100.5	12.6%	0.022	50.1%	46.20%	20.3%	54.2%	25.5%	[1-0.43 0]
129	L	(3)	2722.66	0.008	51.7%	0.006	51.7%	103.1	12.6%	0.022	50.1%	46.20%	21.0%	53.0%	26.0%	[1-0.43 0]
130	L	(3)	2742.37	0.008	51.7%	0.006	51.7%	105.6	12.5%	0.022	50.2%	46.20%	21.0%	52.6%	26.4%	[1-0.43 0]
131	L	(3)	2762.05	0.009	51.7%	0.007	51.7%	108.3	12.6%	0.022	50.2%	46.20%	21.5%	51.7%	26.8%	[1-0.43 0]
132	L	(3)	2782.91	0.009	51.7%	0.007	51.7%	107.9	12.5%	0.022	50.2%	46.20%	21.6%	51.7%	26.7%	[1-0.43 0]
133	L	(3)	2802.59	0.009	51.7%	0.007	51.7%	108.4	12.5%	0.022	50.2%	46.20%	21.5%	51.8%	26.7%	[1-0.43 0]
134	L	(3)	2822.29	0.009	51.8%	0.007	51.8%	109.2	12.6%	0.022	50.2%	46.20%	20.9%	52.1%	27.0%	[1-0.43 0]
135	L	(3)	2841.99	0.008	51.8%	0.007	51.8%	108.5	12.6%	0.022	50.2%	46.20%	21.2%	52.0%	26.8%	[1-0.43 0]
136	L	(3)	2862.88	0.008	51.8%	0.007	51.8%	108.5	12.6%	0.022	50.2%	46.20%	21.0%	52.2%	26.8%	[1-0.43 0]
137	L	(3)	2882.57	0.008	51.8%	0.007	51.8%	108.8	12.6%	0.021	50.3%	46.20%	20.7%	52.4%	26.9%	[1-0.43 0]
138	L	(3)	2902.29	0.008	51.8%	0.007	51.8%	108.3	12.7%	0.021	50.2%	46.20%	21.0%	52.2%	26.8%	[1-0.43 0]
139	L	(3)	2923.14	0.008	51.7%	0.007	51.7%	108.1	12.6%	0.021	50.1%	46.20%	21.5%	51.8%	26.7%	[1-0.43 0]
140	L	(3)	2942.84	0.011	52.0%	0.009	52.0%	133.2	16.0%	0.022	49.5%	45.69%	21.0%	47.0%	32.0%	[1-0.43 0]
141	L	(3)	2962.56	0.014	52.8%	0.011	52.8%	162.4	17.2%	0.023	49.9%	45.69%	19.9%	42.2%	37.9%	[1-0.43 0]
142	L	(3)	2982.29	0.016	52.3%	0.013	52.3%	184.8	17.7%	0.024	49.2%	45.29%	21.9%	35.4%	42.7%	[1-0.43 0]
143	L	(3)	3003.16	0.019	52.8%	0.015	52.8%	206.5	17.9%	0.025	49.6%	45.29%	20.9%	31.5%	47.6%	[1-0.43 0]
144	L	(3)	3022.86	0.021	52.9%	0.018	52.9%	227.8	18.1%	0.026	49.7%	45.29%	21.0%	26.6%	52.4%	[1-0.43 0]
145	L	(3)	3042.56	0.021	52.7%	0.017	52.7%	225.1	16.8%	0.025	49.9%	45.29%	22.3%	25.7%	52.0%	[1-0.43 0]
146	L	(3)	3062.26	0.019	53.1%	0.016	53.1%	216.1	16.9%	0.025	50.3%	45.29%	23.0%	26.2%	50.8%	[1-0.43 0]
147	L	(3)	3083.13	0.019	53.2%	0.017	53.2%	219.7	16.7%	0.025	50.5%	45.29%	22.0%	26.5%	51.4%	[1-0.43 0]
148	L	(3)	3102.83	0.019	53.1%	0.017	53.1%	218.1	16.8%	0.024	50.4%	45.29%	22.7%	26.2%	51.1%	[1-0.43 0]
149	L	(3)	3122.53	0.019	53.1%	0.017	53.1%	220.7	16.9%	0.024	50.3%	45.29%	22.7%	25.7%	51.6%	[1-0.43 0]
150	L	(3)	3143.41	0.020	52.9%	0.017	52.9%	223.9	16.8%	0.024	50.2%	45.29%	22.9%	25.0%	52.1%	[1-0.43 0]
151	L	(3)	3163.10	0.020	52.6%	0.017	52.6%	224.4	16.2%	0.024	50.1%	45.29%	22.8%	25.1%	52.1%	[1-0.43 0]
152	L	(3)	3182.80	0.019	52.6%	0.017	52.6%	222.5	16.1%	0.024	50.1%	45.29%	22.7%	25.4%	51.9%	[1-0.43 0]
153	L	(3)	3202.52	0.019	52.0%	0.017	52.0%	220.7	16.2%	0.024	49.4%	44.95%	24.4%	24.3%	51.3%	[1-0.43 0]
154	L	(3)	3223.37	0.019	52.0%	0.017	52.0%	216.3	16.5%	0.024	49.3%	44.95%	26.3%	23.4%	50.3%	[1-0.43 0]
155	L	(3)	3243.08	0.017	50.1%	0.015	50.1%	193.7	16.4%	0.024	47.3%	44.07%	25.0%	29.7%	45.4%	[1-0.43 0]
156	L	(3)	3262.79	0.015	49.9%	0.014	49.9%	179.3	16.3%	0.024	47.1%	44.07%	26.2%	31.9%	41.9%	[1-0.43 0]
157	L	(3)	3283.66	0.014	48.0%	0.013	48.0%	166.1	16.0%	0.024	45.3%	43.19%	24.7%	36.1%	39.2%	[1-0.43 0]
158	L	(3)	3303.35	0.013	48.2%	0.012	48.2%	159.0	15.1%	0.023	45.8%	43.19%	22.2%	39.9%	37.9%	[1-0.43 0]
159	L	(3)	3323.06	0.012	48.3%	0.011	48.3%	150.4	13.9%	0.023	46.3%	43.19%	18.9%	44.9%	36.3%	[1-0.43 0]
160	L	(3)	3342.78	0.013	48.6%	0.012	48.6%	158.5	13.8%	0.023	46.6%	43.19%	18.6%	43.0%	38.3%	[1-0.43 0]
161	L	(3)	3363.63	0.014	47.6%	0.013	47.6%	164.4	14.0%	0.023	45.5%	42.54%	16.8%	43.1%	40.1%	[1-0.43 0]
162	L	(3)	3383.35	0.014	47.9%	0.013	47.9%	166.0	14.6%	0.023	45.7%	42.54%	17.0%	42.5%	40.5%	[1-0.43 0]
163	L	(3)	3403.05	0.014	48.0%	0.013	48.0%	167.2	14.8%	0.023	45.7%	42.54%	17.4%	41.8%	40.8%	[1-0.43 0]
164	L	(3)	3422.76	0.014	46.6%	0.013	46.6%	162.0	14.5%	0.024	44.3%	41.25%	18.9%	41.6%	39.5%	[1-0.43 0]
165	L	(3)	3443.62	0.013	46.4%	0.013	46.4%	156.0	14.2%	0.024	44.2%	41.25%	20.8%	41.3%	38.0%	[1-0.43 0]
166	L	(3)	3463.31	0.013	46.2%	0.012	46.2%	150.0	13.3%	0.023	44.3%	41.25%	21.9%	41.6%	36.6%	[1-0.43 0]
167	L	(3)	3483.01	0.012	45.9%	0.012	45.9%	142.6	12.2%	0.023	44.2%	41.25%	23.1%	42.2%	34.8%	[1-0.43 0]
168	L	(3)	3503.86	0.011	45.5%	0.011	45.5%	134.1	11.3%	0.023	44.1%	41.25%	25.2%	42.3%	32.5%	[1-0.43 0]
169	L	(3)	3523.55	0.011	45.4%	0.011	45.4%	132.4	11.4%	0.023	43.9%	41.25%	26.4%	41.6%	32.0%	[1-0.43 0]
170	L	(3)	3543.23	0.011	45.6%	0.011	45.6%	134.1	11.3%	0.023	44.1%	41.25%	25.1%	42.3%	32.6%	[1-0.43 0]
171	L	(3)	3562.94	0.013	45.4%	0.012	45.4%	148.4	12.8%	0.024	43.6%	40.84%	25.0%	39.3%	35.7%	[1-0.43 0]
172	L	(3)	3583.82	0.014	45.5%	0.014	45.5%	161.8	12.8%	0.024	43.6%	40.84%	25.9%	35.3%	38.8%	[1-0.43 0]
173	L	(3)	3603.53	0.015	46.0%	0.015	46.0%	175.3	13.0%	0.024	44.1%	40.84%	24.8%	32.9%	42.4%	[1-0.43 0]
174	L	(3)	3623.24	0.016	46.5%	0.016	46.5%	188.7	13.0%	0.024	44.6%	40.84%	23.6%	30.6%	45.7%	[1-0.43 0]
