[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
20	H	(6)	419.68	1.285	11.0%	0.150	11.0%	61.8	6.6%	5.776	8.9%	8.24%	54.2%	30.3%	15.4%	[1-0.95 0]
21	H	(6)	440.56	1.291	11.2%	0.158	11.2%	62.1	6.8%	5.774	8.9%	8.02%	54.1%	30.4%	15.5%	[1-0.78 0]
22	H	(6)	460.25	1.278	11.1%	0.163	11.1%	61.1	6.5%	5.812	8.9%	7.85%	54.6%	30.1%	15.3%	[1-0.90 0]
23	H	(6)	479.94	1.241	11.1%	0.165	11.1%	59.5	6.7%	5.796	8.9%	7.68%	55.2%	29.9%	14.9%	[1-0.72 0]
24	H	(6)	500.83	1.206	11.7%	0.168	11.7%	57.9	7.4%	5.788	9.1%	7.55%	55.8%	29.8%	14.4%	[1-0.78 0]
25	H	(6)	520.53	1.170	12.2%	0.169	12.2%	56.6	8.0%	5.742	9.1%	7.41%	56.0%	30.0%	14.0%	[1-0.68 0]
26	H	(6)	540.23	1.125	11.6%	0.169	11.6%	55.1	7.6%	5.668	8.8%	7.28%	55.6%	30.9%	13.5%	[1-0.55 0]
27	H	(6)	559.93	1.058	11.6%	0.165	11.6%	52.4	8.0%	5.609	8.4%	7.13%	54.5%	32.8%	12.7%	[1-0.56 0]
28	H	(6)	580.78	1.015	12.1%	0.164	12.1%	50.6	9.0%	5.565	8.2%	7.01%	54.5%	33.4%	12.1%	[1-0.54 0]
29	H	(6)	600.48	0.933	11.6%	0.156	11.6%	46.7	8.7%	5.547	7.6%	6.91%	54.9%	34.1%	11.0%	[1-0.65 0]
30	H	(6)	620.19	0.901	10.3%	0.155	10.3%	45.0	7.3%	5.559	7.2%	6.78%	55.0%	34.4%	10.6%	[1-0.71 0]
31	H	(6)	639.90	0.931	10.7%	0.166	10.7%	46.5	7.7%	5.565	7.4%	6.68%	55.2%	33.8%	11.0%	[1-0.66 0]
32	H	(6)	660.78	0.925	10.8%	0.170	10.8%	46.0	7.9%	5.580	7.3%	6.58%	56.0%	33.0%	10.9%	[1-0.62 0]
33	H	(6)	680.50	0.933	10.3%	0.176	10.3%	46.4	7.3%	5.590	7.3%	6.47%	55.9%	33.0%	11.1%	[1-0.59 0]
34	H	(6)	700.20	0.960	10.3%	0.187	10.3%	47.7	7.4%	5.597	7.2%	6.38%	55.7%	32.9%	11.4%	[1-0.59 0]
35	H	(6)	719.93	0.964	10.2%	0.193	10.2%	47.6	7.4%	5.626	7.1%	6.29%	56.0%	32.7%	11.4%	[1-0.64 0]
36	H	(6)	740.81	0.949	9.6%	0.195	9.6%	46.3	6.7%	5.695	6.9%	6.20%	57.3%	31.6%	11.1%	[1-0.74 0]
37	H	(6)	760.52	1.010	9.3%	0.213	9.3%	49.1	6.0%	5.711	7.1%	6.13%	57.1%	31.0%	11.9%	[1-0.82 0]
38	H	(6)	780.21	1.017	9.2%	0.220	9.2%	49.2	5.8%	5.738	7.1%	6.07%	58.4%	29.7%	11.9%	[1-0.84 0]
39	H	(6)	802.23	1.047	8.9%	0.233	8.9%	50.1	5.4%	5.807	7.0%	5.97%	58.9%	28.9%	12.2%	[1-0.84 0]
40	H	(6)	821.93	1.090	9.4%	0.249	9.4%	51.5	6.1%	5.877	7.1%	5.87%	59.3%	28.1%	12.6%	[1-0.80 0]
41	H	(6)	841.63	1.097	9.5%	0.256	9.5%	52.4	6.3%	5.810	7.2%	5.83%	58.6%	28.4%	13.0%	[1-0.79 0]
42	H	(6)	861.33	1.118	9.5%	0.267	9.5%	53.7	6.1%	5.785	7.3%	5.77%	58.5%	28.3%	13.3%	[1-0.75 0]
43	H	(6)	881.04	1.112	9.6%	0.272	9.6%	53.7	6.4%	5.753	7.2%	5.73%	58.6%	28.3%	13.1%	[1-0.76 0]
44	H	(6)	900.76	1.139	9.8%	0.285	9.8%	54.9	6.7%	5.766	7.2%	5.65%	58.1%	28.5%	13.4%	[1-0.74 0]
45	H	(6)	920.48	1.157	9.3%	0.296	9.3%	55.9	5.9%	5.745	7.2%	5.58%	57.7%	28.7%	13.7%	[1-0.67 0]
46	H	(6)	940.18	1.183	9.3%	0.309	9.3%	56.9	6.1%	5.781	7.0%	5.51%	57.5%	28.7%	13.8%	[1-0.71 0]
47	H	(6)	961.06	1.147	9.1%	0.306	9.1%	55.0	6.3%	5.791	6.6%	5.45%	57.8%	28.9%	13.3%	[1-0.79 0]
48	H	(6)	980.78	1.118	8.9%	0.305	8.9%	54.0	6.0%	5.753	6.6%	5.39%	56.9%	30.0%	13.1%	[1-0.78 0]
49	H	(6)	1000.49	1.094	8.6%	0.304	8.6%	52.6	5.7%	5.777	6.5%	5.34%	57.6%	29.6%	12.8%	[1-0.85 0]
50	H	(6)	1020.18	1.093	9.3%	0.310	9.3%	52.6	6.4%	5.770	6.7%	5.30%	57.6%	29.5%	12.9%	[1-0.86 0]
51	H	(6)	1041.11	1.039	8.8%	0.301	8.8%	50.0	5.9%	5.767	6.5%	5.24%	58.4%	29.5%	12.2%	[1-0.83 0]
52	H	(6)	1060.81	1.026	8.9%	0.302	8.9%	49.5	5.9%	5.751	6.7%	5.20%	58.3%	29.7%	12.0%	[1-0.83 0]
53	H	(6)	1080.53	1.024	9.0%	0.307	9.0%	49.3	6.1%	5.771	6.7%	5.16%	59.2%	28.8%	12.0%	[1-0.82 0]
54	H	(6)	1100.24	1.016	9.2%	0.311	9.2%	49.0	6.4%	5.763	6.5%	5.12%	59.3%	28.9%	11.8%	[1-0.83 0]
55	H	(6)	1121.10	0.964	8.4%	0.300	8.4%	46.4	5.9%	5.766	6.1%	5.07%	60.1%	28.8%	11.1%	[1-0.83 0]
56	H	(6)	1140.82	0.961	9.1%	0.304	9.1%	46.3	6.8%	5.763	6.0%	5.03%	60.3%	28.6%	11.1%	[1-0.84 0]
57	H	(6)	1160.55	0.920	9.0%	0.297	9.0%	44.0	6.9%	5.810	5.8%	4.98%	61.2%	28.3%	10.5%	[1-0.90 0]
58	H	(6)	1182.64	0.914	9.4%	0.300	9.4%	43.7	7.5%	5.812	5.7%	4.93%	61.5%	28.2%	10.3%	[1-0.88 0]
59	H	(6)	1201.21	0.917	9.2%	0.306	9.2%	43.8	7.3%	5.813	5.6%	4.89%	61.3%	28.4%	10.4%	[1-0.87 0]
60	H	(6)	1220.92	0.908	9.6%	0.308	9.6%	43.2	7.8%	5.835	5.6%	4.85%	61.5%	28.3%	10.1%	[1-0.88 0]
61	H	(6)	1241.81	0.879	9.0%	0.303	9.0%	42.2	7.2%	5.786	5.4%	4.81%	61.3%	29.0%	9.8%	[1-0.82 0]
62	H	(6)	1261.54	0.881	8.6%	0.309	8.6%	42.2	6.7%	5.803	5.4%	4.77%	61.2%	29.1%	9.7%	[1-0.86 0]
63	H	(6)	1281.25	0.866	8.2%	0.308	8.2%	41.6	6.2%	5.783	5.3%	4.72%	60.8%	29.6%	9.6%	[1-0.81 0]
64	H	(6)	1300.95	0.845	8.0%	0.305	8.0%	40.5	6.0%	5.798	5.2%	4.68%	61.3%	29.4%	9.3%	[1-0.80 0]
65	H	(6)	1320.65	0.798	7.9%	0.293	7.9%	38.3	6.1%	5.781	5.1%	4.65%	61.3%	29.9%	8.7%	[1-0.80 0]
66	H	(6)	1341.53	0.772	8.3%	0.288	8.3%	37.1	6.5%	5.776	5.1%	4.62%	61.9%	29.7%	8.4%	[1-0.82 0]
67	H	(6)	1361.25	0.772	10.0%	0.292	10.0%	37.1	8.6%	5.776	5.1%	4.58%	61.9%	29.6%	8.5%	[1-0.80 0]
68	H	(6)	1382.12	0.765	10.8%	0.294	10.8%	36.6	9.5%	5.809	5.0%	4.55%	62.5%	29.1%	8.4%	[1-0.84 0]
69	H	(6)	1401.84	0.879	21.1%	0.342	21.1%	41.8	20.3%	5.834	6.0%	4.52%	61.4%	28.8%	9.8%	[1-0.84 0]
70	H	(6)	1421.57	0.926	23.1%	0.365	23.1%	44.2	22.3%	5.814	6.2%	4.49%	60.6%	28.9%	10.4%	[1-0.85 0]
71	H	(6)	1441.27	0.970	24.4%	0.388	24.4%	46.3	23.6%	5.826	6.3%	4.44%	60.0%	28.9%	11.0%	[1-0.81 0]
72	H	(6)	1462.15	0.969	25.1%	0.394	25.1%	46.1	24.3%	5.836	6.2%	4.41%	60.0%	29.0%	11.0%	[1-0.81 0]
73	H	(6)	1481.86	1.081	30.7%	0.445	30.7%	51.7	29.8%	5.815	7.3%	4.38%	58.4%	29.2%	12.5%	[1-0.83 0]
74	H	(6)	1502.74	0.960	24.1%	0.401	24.1%	46.3	23.3%	5.763	6.4%	4.36%	59.2%	29.8%	11.0%	[1-0.83 0]
75	H	(6)	1522.45	0.968	24.4%	0.409	24.4%	46.4	23.5%	5.800	6.3%	4.32%	59.5%	29.4%	11.1%	[1-0.84 0]
76	H	(6)	1540.99	0.972	28.3%	0.416	28.3%	46.4	27.6%	5.822	6.4%	4.30%	59.9%	28.9%	11.2%	[1-0.82 0]
77	H	(6)	1561.88	0.994	26.9%	0.431	26.9%	47.6	26.1%	5.800	6.7%	4.28%	59.6%	28.8%	11.6%	[1-0.83 0]
78	H	(6)	1581.60	0.881	19.1%	0.387	19.1%	42.4	18.2%	5.776	5.6%	4.25%	60.6%	29.3%	10.1%	[1-0.81 0]
79	H	(6)	1601.31	0.864	19.3%	0.384	19.3%	41.6	18.5%	5.771	5.5%	4.23%	60.6%	29.4%	9.9%	[1-0.82 0]
80	H	(6)	1621.03	0.847	17.1%	0.381	17.1%	41.1	16.2%	5.730	5.5%	4.20%	60.1%	30.1%	9.8%	[1-0.81 0]
81	H	(6)	1643.07	0.814	11.7%	0.371	11.7%	39.7	10.5%	5.690	5.4%	4.17%	59.9%	30.7%	9.4%	[1-0.79 0]
82	H	(6)	1661.64	0.820	11.0%	0.378	11.0%	40.0	9.6%	5.688	5.3%	4.15%	59.9%	30.7%	9.4%	[1-0.81 0]
83	H	(6)	1681.36	0.803	14.1%	0.375	14.1%	39.3	13.0%	5.680	5.5%	4.13%	59.9%	30.7%	9.4%	[1-0.82 0]
84	H	(6)	1701.07	0.820	15.5%	0.387	15.5%	40.0	14.5%	5.692	5.6%	4.10%	59.8%	30.7%	9.5%	[1-0.83 0]
85	H	(6)	1721.95	0.837	16.4%	0.400	16.4%	40.7	15.4%	5.707	5.7%	4.08%	59.9%	30.4%	9.7%	[1-0.86 0]
86	H	(6)	1742.81	0.843	16.7%	0.408	16.7%	41.0	15.7%	5.715	5.7%	4.05%	59.8%	30.4%	9.8%	[1-0.86 0]
87	H	(6)	1761.36	0.825	16.9%	0.404	16.9%	40.0	16.0%	5.727	5.5%	4.03%	60.1%	30.3%	9.6%	[1-0.87 0]
88	H	(6)	1781.08	0.879	14.9%	0.435	14.9%	42.4	13.9%	5.765	5.4%	4.00%	60.4%	29.4%	10.2%	[1-0.85 0]
89	H	(6)	1801.98	0.913	13.8%	0.457	13.8%	43.9	12.7%	5.774	5.5%	3.98%	60.5%	29.0%	10.6%	[1-0.86 0]
90	H	(6)	1822.86	0.914	12.4%	0.463	12.4%	43.9	11.2%	5.789	5.3%	3.96%	61.0%	28.4%	10.7%	[1-0.86 0]
91	H	(6)	1842.59	0.954	13.2%	0.488	13.2%	45.4	12.1%	5.830	5.3%	3.93%	61.2%	27.7%	11.1%	[1-0.87 0]
92	H	(6)	1861.14	0.969	14.0%	0.501	14.0%	46.0	12.9%	5.853	5.4%	3.91%	61.3%	27.4%	11.3%	[1-0.89 0]
93	H	(6)	1880.84	0.904	13.4%	0.472	13.4%	42.9	12.3%	5.859	5.1%	3.89%	62.5%	26.9%	10.6%	[1-0.87 0]
94	H	(6)	1901.71	0.855	13.0%	0.452	13.0%	40.5	12.1%	5.864	4.9%	3.88%	63.7%	26.2%	10.1%	[1-0.86 0]
95	H	(6)	1921.42	0.797	12.4%	0.425	12.4%	37.8	11.4%	5.857	4.7%	3.86%	64.8%	25.7%	9.4%	[1-0.86 0]
96	H	(6)	1942.30	0.744	11.7%	0.402	11.7%	35.3	10.7%	5.861	4.6%	3.84%	66.0%	25.1%	8.9%	[1-0.83 0]
97	H	(6)	1962.02	0.690	9.9%	0.376	9.9%	32.5	8.8%	5.902	4.4%	3.82%	66.9%	24.8%	8.2%	[1-0.88 0]
98	H	(6)	1981.73	0.707	10.9%	0.389	10.9%	33.2	10.0%	5.917	4.4%	3.80%	67.0%	24.6%	8.4%	[1-0.90 0]
99	H	(6)	2001.45	0.707	11.0%	0.393	11.0%	33.1	10.1%	5.932	4.4%	3.78%	67.1%	24.5%	8.4%	[1-0.90 0]
100	H	(6)	2021.17	0.714	11.8%	0.401	11.8%	33.5	11.0%	5.925	4.4%	3.75%	67.0%	24.4%	8.5%	[1-0.88 0]
101	H	(6)	2042.05	0.689	9.7%	0.391	9.7%	32.5	8.6%	5.892	4.3%	3.74%	67.1%	24.6%	8.3%	[1-0.86 0]
102	H	(6)	2061.75	0.739	10.9%	0.423	10.9%	34.8	10.0%	5.908	4.3%	3.72%	66.7%	24.4%	8.9%	[1-0.86 0]
103	H	(6)	2082.60	0.762	11.3%	0.441	11.3%	35.9	10.4%	5.903	4.4%	3.70%	66.6%	24.1%	9.3%	[1-0.88 0]
104	H	(6)	2101.15	0.800	12.4%	0.467	12.4%	37.6	11.5%	5.910	4.7%	3.69%	66.5%	23.6%	10.0%	[1-0.88 0]
105	H	(6)	2122.03	0.797	11.4%	0.470	11.4%	37.4	10.4%	5.923	4.7%	3.67%	66.7%	23.2%	10.1%	[1-0.90 0]
106	H	(6)	2141.75	0.822	12.0%	0.489	12.0%	38.5	11.0%	5.933	4.8%	3.66%	66.7%	22.9%	10.4%	[1-0.88 0]
107	H	(6)	2161.47	0.799	11.2%	0.480	11.2%	37.5	10.0%	5.919	4.8%	3.64%	66.8%	22.9%	10.3%	[1-0.87 0]
108	H	(6)	2181.19	0.750	9.6%	0.455	9.6%	35.2	8.3%	5.925	4.7%	3.62%	67.0%	23.3%	9.7%	[1-0.89 0]
109	H	(6)	2202.06	0.692	6.9%	0.423	6.9%	32.5	5.3%	5.908	4.4%	3.60%	67.3%	23.9%	8.8%	[1-0.91 0]
110	H	(6)	2221.79	0.698	8.7%	0.431	8.7%	32.7	7.5%	5.920	4.4%	3.58%	67.2%	24.0%	8.8%	[1-0.90 0]
111	H	(6)	2242.67	0.680	8.5%	0.424	8.5%	32.1	7.3%	5.886	4.3%	3.57%	67.1%	24.3%	8.6%	[1-0.88 0]
112	H	(6)	2262.37	0.679	9.8%	0.427	9.8%	32.0	8.9%	5.891	4.2%	3.55%	66.9%	24.7%	8.4%	[1-0.87 0]
113	H	(6)	2282.08	0.723	11.2%	0.458	11.2%	34.1	10.4%	5.889	4.3%	3.53%	66.5%	24.6%	8.9%	[1-0.85 0]
114	H	(6)	2301.79	0.751	13.0%	0.480	13.0%	35.3	12.3%	5.917	4.3%	3.51%	66.3%	24.5%	9.2%	[1-0.85 0]
115	H	(6)	2321.52	0.724	11.1%	0.467	11.1%	34.0	10.3%	5.909	4.2%	3.50%	66.4%	24.8%	8.8%	[1-0.86 0]
116	H	(6)	2342.40	0.744	13.0%	0.484	13.0%	34.8	12.3%	5.929	4.2%	3.48%	66.4%	24.5%	9.1%	[1-0.87 0]
117	H	(6)	2362.12	0.751	12.2%	0.493	12.2%	35.1	11.5%	5.938	4.2%	3.47%	66.5%	24.4%	9.1%	[1-0.84 0]
118	H	(6)	2381.83	0.719	10.8%	0.476	10.8%	33.6	10.0%	5.935	4.1%	3.45%	66.9%	24.3%	8.8%	[1-0.85 0]
119	H	(6)	2401.54	0.730	10.0%	0.487	10.0%	34.1	9.2%	5.942	4.0%	3.44%	66.9%	24.2%	8.9%	[1-0.87 0]
120	H	(6)	2422.43	0.743	10.1%	0.500	10.1%	34.8	9.3%	5.939	4.0%	3.42%	66.7%	24.3%	9.0%	[1-0.84 0]
121	H	(6)	2442.16	0.716	8.2%	0.486	8.2%	33.7	7.1%	5.911	4.0%	3.41%	66.7%	24.6%	8.7%	[1-0.84 0]
122	H	(6)	2463.03	0.716	8.1%	0.490	8.1%	33.6	7.1%	5.920	4.0%	3.39%	66.6%	24.7%	8.6%	[1-0.84 0]
123	H	(6)	2483.91	0.754	10.4%	0.520	10.4%	35.4	9.6%	5.920	4.1%	3.38%	66.3%	24.6%	9.1%	[1-0.82 0]
124	H	(6)	2502.47	0.739	10.6%	0.514	10.6%	34.7	9.8%	5.921	4.1%	3.36%	66.0%	25.1%	8.9%	[1-0.82 0]
125	H	(6)	2522.19	0.732	10.5%	0.513	10.5%	34.4	9.7%	5.911	4.1%	3.35%	66.0%	25.3%	8.8%	[1-0.82 0]
126	H	(6)	2543.05	0.739	11.4%	0.522	11.4%	34.8	10.7%	5.897	4.0%	3.34%	65.7%	25.4%	8.9%	[1-0.80 0]
127	H	(6)	2562.78	0.732	12.3%	0.521	12.3%	34.5	11.6%	5.890	4.0%	3.32%	65.4%	25.8%	8.8%	[1-0.81 0]
128	H	(6)	2582.51	0.713	11.3%	0.512	11.3%	33.6	10.6%	5.887	3.9%	3.31%	65.1%	26.4%	8.5%	[1-0.82 0]
129	H	(6)	2602.24	0.704	11.3%	0.509	11.3%	33.2	10.6%	5.896	3.9%	3.29%	65.2%	26.5%	8.3%	[1-0.82 0]
130	H	(6)	2621.93	0.693	11.4%	0.504	11.4%	32.6	10.7%	5.906	3.9%	3.27%	65.2%	26.8%	8.0%	[1-0.81 0]
131	H	(6)	2642.80	0.668	10.8%	0.490	10.8%	31.4	10.1%	5.914	3.9%	3.26%	65.6%	26.7%	7.6%	[1-0.82 0]
132	H	(6)	2662.51	0.636	10.7%	0.470	10.7%	29.9	10.0%	5.910	3.9%	3.25%	66.2%	26.6%	7.2%	[1-0.83 0]
133	H	(10)	2683.38	0.610	10.7%	0.454	10.7%	28.6	9.9%	5.920	4.0%	3.24%	66.9%	26.3%	6.9%	[1-0.83 0]
134	H	(10)	2721.66	0.607	10.5%	0.459	10.5%	28.4	9.6%	5.941	4.1%	3.22%	67.0%	26.2%	6.8%	[1-0.85 0]
135	H	(10)	2743.70	0.652	16.5%	0.497	16.5%	30.4	15.8%	5.952	4.4%	3.20%	66.5%	26.2%	7.4%	[1-0.86 0]
136	H	(10)	2763.42	0.707	20.0%	0.543	20.0%	33.0	19.4%	5.958	4.8%	3.19%	65.8%	26.2%	8.0%	[1-0.83 0]
137	H	(10)	2783.14	0.703	19.1%	0.544	19.1%	32.8	18.4%	5.961	4.8%	3.18%	65.8%	26.3%	7.9%	[1-0.83 0]
138	H	(10)	2822.59	0.693	18.7%	0.543	18.7%	32.4	18.1%	5.946	4.8%	3.16%	65.8%	26.4%	7.8%	[1-0.83 0]
139	H	(10)	2862.03	0.684	18.7%	0.544	18.7%	31.9	18.0%	5.956	4.8%	3.13%	65.9%	26.3%	7.8%	[1-0.86 0]
140	H	(10)	2884.07	0.652	17.0%	0.522	17.0%	30.4	16.4%	5.947	4.6%	3.12%	66.4%	26.2%	7.4%	[1-0.86 0]
141	H	(10)	2922.32	0.614	14.6%	0.499	14.6%	28.6	13.9%	5.955	4.5%	3.10%	66.6%	26.4%	7.0%	[1-0.85 0]
142	H	(10)	2961.75	0.630	17.0%	0.519	17.0%	29.3	16.3%	5.975	4.7%	3.07%	66.4%	26.3%	7.2%	[1-0.88 0]
143	H	(10)	3003.49	0.669	20.8%	0.558	20.8%	31.1	20.2%	5.984	4.8%	3.05%	65.8%	26.5%	7.7%	[1-0.89 0]
144	H	(10)	3041.80	0.661	21.8%	0.558	21.8%	30.8	21.2%	5.965	4.9%	3.03%	65.6%	26.7%	7.7%	[1-0.86 0]
145	H	(10)	3082.41	0.644	19.8%	0.552	19.8%	29.9	19.2%	5.988	4.9%	3.00%	65.8%	26.7%	7.5%	[1-0.87 0]
146	H	(10)	3121.84	0.630	17.3%	0.547	17.3%	29.2	16.6%	5.995	4.9%	2.98%	66.1%	26.5%	7.4%	[1-0.85 0]
147	H	(10)	3162.44	0.619	15.8%	0.544	15.8%	28.7	15.0%	5.992	4.9%	2.96%	66.1%	26.5%	7.4%	[1-0.86 0]
148	H	(10)	3201.86	0.588	11.6%	0.523	11.6%	27.3	10.5%	5.986	4.8%	2.94%	66.3%	26.7%	7.1%	[1-0.86 0]
149	H	(10)	3243.62	0.594	10.0%	0.535	10.0%	27.5	8.8%	5.995	4.8%	2.92%	66.1%	26.7%	7.2%	[1-0.88 0]
150	H	(10)	3281.90	0.617	10.3%	0.563	10.3%	28.6	9.1%	5.999	4.8%	2.90%	65.7%	26.9%	7.5%	[1-0.90 0]
151	H	(10)	3322.51	0.618	11.6%	0.570	11.6%	28.5	10.6%	6.013	4.7%	2.88%	65.6%	27.0%	7.5%	[1-0.92 0]
152	H	(10)	3361.95	0.626	11.8%	0.585	11.8%	28.9	10.9%	6.017	4.6%	2.86%	65.5%	26.9%	7.6%	[1-0.91 0]
153	H	(10)	3402.55	0.676	12.9%	0.639	12.9%	31.1	12.1%	6.036	4.7%	2.84%	65.0%	27.0%	8.1%	[1-0.89 0]
154	H	(10)	3423.42	0.715	14.5%	0.680	14.5%	32.9	13.7%	6.035	4.7%	2.83%	64.3%	27.2%	8.5%	[1-0.89 0]
155	H	(10)	3464.03	0.732	14.9%	0.704	14.9%	33.8	14.2%	6.006	4.7%	2.81%	63.7%	27.7%	8.7%	[1-0.85 0]
156	H	(10)	3503.46	0.814	15.8%	0.792	15.8%	37.7	15.0%	6.002	5.0%	2.80%	62.3%	28.2%	9.5%	[1-0.85 0]
157	H	(10)	3523.17	0.815	16.0%	0.798	16.0%	37.9	15.2%	5.980	5.0%	2.79%	61.7%	28.8%	9.5%	[1-0.86 0]
158	H	(10)	3563.76	0.781	17.0%	0.773	17.0%	36.3	16.3%	5.974	4.9%	2.77%	61.7%	29.2%	9.1%	[1-0.87 0]
159	H	(10)	3604.34	0.786	19.2%	0.786	19.2%	36.7	18.5%	5.953	5.0%	2.76%	61.4%	29.4%	9.2%	[1-0.85 0]
160	H	(10)	3624.06	0.795	20.9%	0.800	20.9%	37.1	20.3%	5.949	5.2%	2.75%	61.2%	29.5%	9.3%	[1-0.85 0]
161	H	(10)	3643.77	0.740	21.5%	0.749	21.5%	34.6	20.9%	5.944	5.0%	2.74%	61.9%	29.4%	8.7%	[1-0.86 0]
162	H	(10)	3684.35	0.777	25.1%	0.795	25.1%	36.3	24.5%	5.950	5.2%	2.73%	61.2%	29.7%	9.0%	[1-0.87 0]
163	H	(10)	3704.06	0.839	27.8%	0.864	27.8%	39.3	27.2%	5.935	5.5%	2.72%	60.3%	30.0%	9.7%	[1-0.86 0]
164	H	(10)	3722.60	0.864	26.2%	0.893	26.2%	40.5	25.6%	5.928	5.6%	2.71%	59.8%	30.3%	9.9%	[1-0.87 0]
165	H	(10)	3763.20	0.873	25.1%	0.913	25.1%	40.9	24.5%	5.926	5.5%	2.70%	59.7%	30.4%	9.9%	[1-0.87 0]
166	H	(10)	3784.07	0.871	26.6%	0.916	26.6%	40.8	26.0%	5.932	5.5%	2.69%	59.5%	30.7%	9.9%	[1-0.88 0]
167	H	(10)	3823.50	0.820	24.6%	0.871	24.6%	38.4	24.0%	5.936	5.3%	2.68%	60.4%	30.3%	9.4%	[1-0.90 0]
168	H	(10)	3862.93	0.746	23.7%	0.800	23.7%	35.0	23.2%	5.912	5.2%	2.66%	60.9%	30.4%	8.6%	[1-0.89 0]
169	H	(10)	3903.52	0.774	32.9%	0.840	32.9%	36.3	32.5%	5.925	5.5%	2.65%	60.8%	30.1%	9.0%	[1-0.87 0]
170	H	(10)	3922.08	0.734	33.8%	0.800	33.8%	34.4	33.4%	5.925	5.4%	2.64%	61.4%	30.0%	8.6%	[1-0.87 0]
171	H	(10)	3963.83	0.749	35.0%	0.825	35.0%	35.1	34.5%	5.928	5.4%	2.63%	61.3%	29.9%	8.8%	[1-0.85 0]
172	H	(10)	3983.55	0.764	34.8%	0.845	34.8%	35.9	34.4%	5.911	5.4%	2.62%	60.8%	30.2%	8.9%	[1-0.85 0]
173	H	(10)	4024.15	0.771	33.1%	0.862	33.1%	36.1	32.7%	5.924	5.2%	2.61%	61.0%	30.1%	8.9%	[1-0.85 0]
174	H	(10)	4063.59	0.686	25.6%	0.774	25.6%	32.2	25.1%	5.913	4.6%	2.60%	61.8%	30.4%	7.8%	[1-0.86 0]
