[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
144	L	(6)	2902.24	0.165	9.4%	0.133	9.4%	25.5	7.4%	1.792	5.8%	5.45%	57.4%	38.2%	4.4%	[1-0.20 2]
145	L	(6)	2923.12	0.162	9.0%	0.132	9.0%	25.1	6.9%	1.794	5.8%	5.43%	57.5%	38.2%	4.3%	[1-0.23 2]
146	L	(6)	2942.80	0.162	9.0%	0.132	9.0%	24.9	7.0%	1.801	5.8%	5.40%	57.3%	38.4%	4.2%	[1-0.19 2]
147	L	(6)	2962.51	0.158	8.8%	0.130	8.8%	24.6	6.7%	1.786	5.8%	5.38%	56.7%	39.2%	4.1%	[1-0.07 2]
148	L	(6)	2983.37	0.161	8.6%	0.133	8.6%	25.0	6.4%	1.783	5.8%	5.36%	56.9%	38.9%	4.2%	[1-0.07 2]
149	L	(6)	3003.08	0.160	8.5%	0.134	8.5%	25.1	6.3%	1.773	5.7%	5.35%	56.0%	39.8%	4.2%	[1-0.07 2]
150	L	(6)	3022.77	0.164	8.5%	0.138	8.5%	25.7	6.3%	1.775	5.7%	5.33%	56.0%	39.6%	4.3%	[1-0.11 2]
151	L	(6)	3042.48	0.168	8.4%	0.142	8.4%	26.4	6.1%	1.770	5.7%	5.31%	56.2%	39.2%	4.5%	[1-0.00 2]
152	L	(6)	3063.33	0.165	8.4%	0.140	8.4%	26.0	6.2%	1.763	5.7%	5.29%	55.7%	39.9%	4.4%	[1-0.01 2]
153	L	(6)	3083.04	0.166	8.4%	0.142	8.4%	26.2	6.2%	1.752	5.7%	5.28%	55.2%	40.3%	4.5%	[1-0.06 2]
154	L	(6)	3102.75	0.168	8.4%	0.145	8.4%	26.7	6.3%	1.754	5.6%	5.27%	55.1%	40.3%	4.6%	[1-0.10 2]
155	L	(6)	3122.46	0.166	8.6%	0.144	8.6%	26.4	6.5%	1.748	5.6%	5.25%	54.5%	41.0%	4.5%	[1-0.14 2]
156	L	(6)	3143.33	0.166	8.5%	0.145	8.5%	26.2	6.4%	1.757	5.6%	5.23%	54.7%	40.8%	4.5%	[1-0.17 2]
157	L	(6)	3163.05	0.169	8.4%	0.149	8.4%	26.6	6.3%	1.769	5.6%	5.22%	55.5%	39.9%	4.6%	[1-0.23 2]
158	L	(6)	3182.76	0.163	8.4%	0.144	8.4%	25.6	6.2%	1.764	5.6%	5.20%	55.2%	40.5%	4.3%	[1-0.20 2]
159	L	(6)	3203.63	0.155	8.1%	0.138	8.1%	24.6	5.8%	1.758	5.6%	5.19%	55.2%	40.7%	4.1%	[1-0.16 2]
160	L	(6)	3223.33	0.157	8.2%	0.141	8.2%	24.8	6.0%	1.761	5.6%	5.18%	55.5%	40.3%	4.2%	[1-0.19 2]
161	L	(6)	3243.02	0.156	7.8%	0.140	7.8%	24.5	5.5%	1.765	5.6%	5.17%	55.5%	40.5%	4.1%	[1-0.28 2]
162	L	(6)	3262.71	0.158	7.7%	0.143	7.7%	25.1	5.3%	1.753	5.6%	5.15%	55.3%	40.5%	4.2%	[1-0.15 2]
163	L	(6)	3283.57	0.164	7.6%	0.149	7.6%	25.8	5.2%	1.766	5.5%	5.14%	55.7%	39.9%	4.4%	[1-0.30 2]
164	L	(6)	3303.28	0.165	7.8%	0.152	7.8%	26.1	5.5%	1.759	5.5%	5.12%	55.4%	40.1%	4.5%	[1-0.24 2]
165	L	(6)	3322.99	0.168	7.2%	0.155	7.2%	26.2	4.7%	1.779	5.5%	5.10%	55.8%	39.7%	4.5%	[1-0.36 2]
166	L	(6)	3343.84	0.167	7.3%	0.155	7.3%	26.0	4.9%	1.779	5.5%	5.08%	55.9%	39.7%	4.4%	[1-0.36 2]
167	L	(6)	3363.53	0.161	7.1%	0.151	7.1%	25.2	4.5%	1.780	5.5%	5.07%	56.1%	39.6%	4.2%	[1-0.38 2]
168	L	(6)	3383.24	0.165	7.3%	0.155	7.3%	25.7	4.8%	1.776	5.5%	5.05%	56.1%	39.5%	4.4%	[1-0.31 2]
169	L	(6)	3402.94	0.166	7.2%	0.157	7.2%	25.9	4.7%	1.781	5.5%	5.04%	56.5%	39.1%	4.4%	[1-0.33 2]
170	L	(6)	3423.81	0.162	7.5%	0.154	7.5%	25.4	5.1%	1.780	5.4%	5.02%	56.2%	39.6%	4.3%	[1-0.39 2]
171	L	(6)	3443.53	0.164	7.6%	0.157	7.6%	25.5	5.4%	1.783	5.4%	5.01%	56.2%	39.5%	4.4%	[1-0.41 2]
172	L	(6)	3463.24	0.169	8.0%	0.163	8.0%	26.5	5.9%	1.774	5.4%	5.00%	56.1%	39.3%	4.6%	[1-0.39 2]
173	L	(6)	3482.95	0.162	8.1%	0.157	8.1%	25.3	6.1%	1.779	5.4%	4.99%	56.6%	39.1%	4.3%	[1-0.36 2]
174	L	(6)	3503.82	0.165	8.3%	0.161	8.3%	25.8	6.4%	1.777	5.4%	4.98%	56.8%	38.8%	4.4%	[1-0.34 2]
