[#]	Model	(c)	t(s)	H*(10)r	Hr_un%	H*(10)i	Hi_un%	h*(10)	h_un%	PHI	phi_un%	D_UNC	Ther%	Epit%	Fast%	INTERNAL	
14	H	(6)	299.69	0.912	14.6%	0.076	14.6%	36.1	11.2%	7.010	9.4%	8.56%	49.7%	42.1%	8.2%	[1-0.70 0]
15	H	(6)	319.56	0.941	14.3%	0.084	14.3%	36.8	11.1%	7.103	9.0%	8.28%	50.4%	41.2%	8.4%	[1-0.77 0]
16	H	(6)	340.47	0.810	14.4%	0.077	14.4%	32.4	11.4%	6.949	8.9%	8.05%	50.0%	42.9%	7.2%	[1-0.63 0]
17	H	(6)	360.23	0.782	13.7%	0.078	13.7%	30.8	10.7%	7.046	8.5%	7.77%	50.1%	43.2%	6.7%	[1-0.66 0]
18	H	(6)	380.04	0.786	13.7%	0.083	13.7%	31.3	10.8%	6.982	8.4%	7.63%	51.3%	42.0%	6.8%	[1-0.67 0]
19	H	(6)	399.78	0.798	13.1%	0.089	13.1%	32.0	10.3%	6.915	8.2%	7.43%	51.0%	42.0%	7.1%	[1-0.45 0]
20	H	(6)	419.55	0.815	13.5%	0.095	13.5%	32.7	10.9%	6.934	7.9%	7.23%	50.3%	42.4%	7.3%	[1-0.43 0]
21	H	(6)	440.42	0.861	14.3%	0.105	14.3%	34.8	12.0%	6.867	7.8%	7.10%	50.5%	41.5%	8.0%	[1-0.33 2]
22	H	(6)	460.17	0.812	14.0%	0.104	14.0%	33.6	11.7%	6.703	7.7%	6.96%	49.1%	43.3%	7.6%	[1-0.16 2]
23	H	(6)	483.57	0.760	13.2%	0.102	13.2%	32.0	10.9%	6.596	7.5%	6.76%	46.9%	46.0%	7.1%	[1-0.00 2]
24	H	(6)	499.78	0.749	12.7%	0.104	12.7%	31.6	10.4%	6.581	7.2%	6.61%	45.3%	47.7%	7.0%	[1-0.00 2]
25	H	(6)	520.70	0.776	11.5%	0.112	11.5%	32.5	9.2%	6.639	7.0%	6.48%	44.9%	47.8%	7.3%	[1-0.22 2]
26	H	(6)	540.53	0.764	11.0%	0.115	11.0%	32.4	8.6%	6.544	6.9%	6.37%	44.7%	48.0%	7.2%	[1-0.00 2]
27	H	(6)	560.29	0.764	11.1%	0.119	11.1%	32.6	8.7%	6.518	6.9%	6.27%	44.9%	47.7%	7.4%	[1-0.00 2]
28	H	(6)	580.06	0.842	10.9%	0.136	10.9%	35.7	8.6%	6.549	6.8%	6.18%	45.2%	46.6%	8.2%	[1-0.00 2]
29	H	(6)	599.75	0.870	10.7%	0.145	10.7%	36.7	8.4%	6.579	6.6%	6.08%	45.9%	45.6%	8.5%	[1-0.00 2]
30	H	(6)	624.11	0.845	10.7%	0.147	10.7%	35.5	8.5%	6.623	6.4%	5.93%	45.1%	46.9%	8.0%	[1-0.00 2]
31	H	(6)	642.71	0.833	10.1%	0.149	10.1%	35.2	7.8%	6.573	6.3%	5.84%	44.3%	47.8%	7.9%	[1-0.00 2]
32	H	(6)	660.09	0.872	9.8%	0.160	9.8%	36.8	7.5%	6.575	6.3%	5.76%	43.8%	47.9%	8.2%	[1-0.00 2]
33	H	(6)	679.80	0.835	9.5%	0.158	9.5%	35.2	7.3%	6.586	6.2%	5.68%	44.1%	48.0%	7.9%	[1-0.11 2]
34	H	(6)	700.64	0.829	9.4%	0.161	9.4%	35.3	7.2%	6.516	6.1%	5.60%	43.7%	48.5%	7.8%	[1-0.00 2]
35	H	(6)	720.41	0.846	9.6%	0.169	9.6%	35.9	7.5%	6.547	6.0%	5.51%	43.8%	48.2%	8.1%	[1-0.00 2]
36	H	(6)	740.18	0.829	9.6%	0.170	9.6%	35.2	7.5%	6.536	6.0%	5.45%	44.0%	48.1%	7.9%	[1-0.00 2]
37	H	(6)	760.03	0.811	9.3%	0.171	9.3%	34.7	7.2%	6.502	5.9%	5.39%	44.3%	48.1%	7.7%	[1-0.00 2]
38	H	(6)	780.96	0.791	9.9%	0.172	9.9%	34.0	8.0%	6.464	5.9%	5.33%	43.8%	48.9%	7.3%	[1-0.00 2]
39	H	(6)	800.72	0.762	10.2%	0.169	10.2%	32.7	8.4%	6.463	5.8%	5.27%	43.6%	49.6%	6.8%	[1-0.15 2]
40	H	(6)	820.57	0.734	9.5%	0.167	9.5%	31.5	7.6%	6.466	5.7%	5.21%	43.7%	49.9%	6.4%	[1-0.22 2]
41	H	(6)	842.67	0.762	9.1%	0.178	9.1%	32.6	7.1%	6.502	5.6%	5.13%	43.7%	49.6%	6.8%	[1-0.25 2]
42	H	(6)	861.19	0.814	8.6%	0.195	8.6%	34.4	6.6%	6.572	5.5%	5.08%	44.2%	48.5%	7.3%	[1-0.38 2]
43	H	(6)	880.88	0.877	8.9%	0.215	8.9%	36.5	7.0%	6.677	5.5%	5.01%	45.2%	46.8%	8.0%	[1-0.43 0]
44	H	(6)	900.56	0.925	9.5%	0.231	9.5%	38.1	7.8%	6.742	5.4%	4.95%	46.0%	45.5%	8.5%	[1-0.43 2]
45	H	(6)	920.25	1.018	10.3%	0.260	10.3%	41.3	8.8%	6.842	5.4%	4.90%	46.9%	43.7%	9.4%	[1-0.49 0]
46	H	(6)	941.12	1.004	10.7%	0.262	10.7%	40.9	9.3%	6.821	5.4%	4.84%	47.4%	43.3%	9.3%	[1-0.37 2]
47	H	(6)	960.90	1.006	11.7%	0.269	11.7%	40.6	10.4%	6.876	5.3%	4.80%	47.8%	43.0%	9.1%	[1-0.51 0]
48	H	(6)	980.74	0.995	11.0%	0.271	11.0%	40.0	9.7%	6.907	5.2%	4.75%	48.6%	42.4%	9.0%	[1-0.52 0]
49	H	(6)	1000.53	1.012	11.3%	0.281	11.3%	40.5	10.0%	6.951	5.2%	4.71%	49.3%	41.5%	9.2%	[1-0.54 0]
50	H	(6)	1020.30	1.029	10.9%	0.292	10.9%	41.0	9.6%	6.977	5.1%	4.65%	49.2%	41.4%	9.4%	[1-0.56 0]
51	H	(6)	1041.18	1.120	10.5%	0.324	10.5%	44.5	9.1%	6.992	5.1%	4.61%	49.3%	40.2%	10.5%	[1-0.45 0]
52	H	(6)	1060.91	1.111	10.9%	0.327	10.9%	44.2	9.7%	6.983	5.1%	4.57%	49.3%	40.3%	10.4%	[1-0.51 0]
53	H	(6)	1080.66	1.165	10.9%	0.350	10.9%	46.3	9.7%	6.995	5.0%	4.53%	48.3%	40.6%	11.0%	[1-0.56 0]
54	H	(6)	1101.51	1.161	10.0%	0.355	10.0%	46.1	8.7%	6.986	5.0%	4.48%	48.3%	40.8%	10.9%	[1-0.52 0]
55	H	(6)	1121.21	1.167	9.4%	0.363	9.4%	46.4	8.0%	6.985	4.9%	4.44%	48.1%	40.9%	11.0%	[1-0.54 0]
56	H	(6)	1140.92	1.174	9.9%	0.372	9.9%	46.3	8.7%	7.040	4.9%	4.39%	48.7%	40.4%	10.9%	[1-0.58 0]
57	H	(6)	1160.61	1.233	9.0%	0.397	9.0%	48.4	7.6%	7.069	4.8%	4.35%	48.7%	39.7%	11.5%	[1-0.54 0]
58	H	(6)	1181.52	1.217	8.5%	0.399	8.5%	47.4	7.0%	7.125	4.8%	4.31%	49.9%	38.9%	11.2%	[1-0.59 0]
59	H	(6)	1201.35	1.240	8.8%	0.414	8.8%	48.1	7.4%	7.160	4.8%	4.28%	50.4%	38.1%	11.4%	[1-0.62 0]
60	H	(6)	1221.11	1.206	9.4%	0.409	9.4%	46.6	8.1%	7.183	4.8%	4.25%	51.3%	37.7%	11.0%	[1-0.68 0]
61	H	(6)	1240.85	1.174	9.2%	0.405	9.2%	45.4	7.9%	7.181	4.7%	4.22%	51.6%	37.8%	10.6%	[1-0.65 0]
62	H	(6)	1260.66	1.170	10.0%	0.410	10.0%	45.0	8.8%	7.219	4.7%	4.18%	51.8%	37.7%	10.4%	[1-0.66 0]
63	H	(6)	1281.63	1.167	10.9%	0.415	10.9%	45.0	9.9%	7.199	4.7%	4.15%	51.8%	37.7%	10.5%	[1-0.67 0]
64	H	(6)	1301.38	1.177	11.2%	0.425	11.2%	45.4	10.2%	7.197	4.6%	4.11%	51.6%	37.9%	10.5%	[1-0.62 0]
65	H	(6)	1321.20	1.231	11.1%	0.452	11.1%	47.4	10.1%	7.220	4.6%	4.09%	51.2%	37.6%	11.1%	[1-0.67 0]
66	H	(6)	1343.25	1.272	12.0%	0.475	12.0%	48.8	11.0%	7.244	4.7%	4.05%	51.5%	37.0%	11.5%	[1-0.70 0]
67	H	(6)	1361.83	1.204	12.0%	0.456	12.0%	46.4	11.0%	7.206	4.7%	4.04%	52.2%	36.9%	10.9%	[1-0.67 0]
68	H	(6)	1382.81	1.203	12.1%	0.462	12.1%	46.3	11.2%	7.213	4.7%	4.01%	52.2%	36.9%	10.9%	[1-0.68 0]
69	H	(6)	1401.34	1.212	11.5%	0.472	11.5%	46.7	10.5%	7.204	4.6%	3.98%	52.5%	36.5%	11.0%	[1-0.69 0]
70	H	(6)	1422.20	1.171	11.8%	0.463	11.8%	45.4	10.9%	7.159	4.6%	3.97%	52.9%	36.4%	10.7%	[1-0.67 0]
71	H	(6)	1441.95	1.124	10.8%	0.450	10.8%	43.7	9.8%	7.136	4.5%	3.94%	53.1%	36.7%	10.2%	[1-0.60 0]
72	H	(6)	1461.68	1.187	10.1%	0.482	10.1%	46.1	9.0%	7.144	4.5%	3.91%	52.8%	36.3%	10.9%	[1-0.59 0]
73	H	(6)	1481.42	1.170	9.5%	0.481	9.5%	45.6	8.4%	7.120	4.4%	3.89%	52.9%	36.5%	10.6%	[1-0.57 0]
74	H	(6)	1502.28	1.142	9.1%	0.476	9.1%	44.5	8.0%	7.130	4.4%	3.86%	53.3%	36.5%	10.3%	[1-0.55 0]
75	H	(6)	1522.00	1.094	8.1%	0.463	8.1%	42.7	6.8%	7.121	4.4%	3.83%	53.6%	36.6%	9.7%	[1-0.56 0]
76	H	(6)	1541.69	1.083	8.6%	0.464	8.6%	42.3	7.4%	7.119	4.4%	3.80%	53.5%	36.9%	9.6%	[1-0.55 0]
77	H	(6)	1561.39	1.012	9.2%	0.439	9.2%	39.8	8.1%	7.053	4.4%	3.78%	53.7%	37.5%	8.8%	[1-0.51 0]
78	H	(6)	1582.26	1.015	10.0%	0.446	10.0%	40.1	9.0%	7.038	4.3%	3.76%	53.3%	37.7%	9.0%	[1-0.49 0]
79	H	(6)	1601.97	1.035	11.0%	0.461	11.0%	41.1	10.1%	6.999	4.3%	3.74%	52.3%	38.4%	9.2%	[1-0.51 0]
80	H	(6)	1621.68	1.040	10.9%	0.468	10.9%	41.6	10.0%	6.948	4.3%	3.72%	51.6%	39.0%	9.4%	[1-0.48 0]
81	H	(6)	1641.41	1.065	10.3%	0.485	10.3%	42.8	9.4%	6.917	4.3%	3.70%	51.1%	39.2%	9.8%	[1-0.46 0]
82	H	(6)	1662.27	1.091	10.2%	0.504	10.2%	43.9	9.2%	6.906	4.2%	3.68%	50.7%	39.2%	10.1%	[1-0.48 0]
83	H	(6)	1682.04	1.124	9.9%	0.525	9.9%	45.0	8.9%	6.938	4.2%	3.65%	50.7%	39.0%	10.3%	[1-0.48 0]
84	H	(6)	1701.87	1.071	9.6%	0.506	9.6%	42.6	8.7%	6.981	4.2%	3.63%	51.7%	38.5%	9.8%	[1-0.51 0]
85	H	(6)	1721.63	1.140	9.5%	0.545	9.5%	45.1	8.6%	7.027	4.2%	3.60%	51.8%	37.7%	10.4%	[1-0.51 0]
86	H	(6)	1742.49	1.115	9.8%	0.540	9.8%	43.8	8.9%	7.062	4.1%	3.58%	52.1%	37.9%	10.0%	[1-0.56 0]
87	H	(6)	1762.32	1.078	10.0%	0.528	10.0%	42.4	9.1%	7.066	4.1%	3.56%	52.5%	37.8%	9.7%	[1-0.56 0]
88	H	(6)	1782.08	1.060	10.2%	0.525	10.2%	41.5	9.4%	7.092	4.1%	3.54%	53.0%	37.5%	9.5%	[1-0.60 0]
89	H	(6)	1801.81	1.085	10.2%	0.543	10.2%	42.5	9.3%	7.096	4.1%	3.52%	52.7%	37.4%	9.9%	[1-0.60 0]
90	H	(6)	1822.66	1.044	10.9%	0.529	10.9%	40.9	10.1%	7.085	4.1%	3.50%	53.3%	37.3%	9.4%	[1-0.60 0]
91	H	(6)	1842.37	1.041	11.5%	0.533	11.5%	40.7	10.8%	7.112	4.1%	3.48%	53.8%	36.8%	9.4%	[1-0.60 0]
92	H	(6)	1862.11	1.105	10.8%	0.572	10.8%	43.0	10.0%	7.136	4.0%	3.46%	53.5%	36.5%	10.0%	[1-0.63 0]
93	H	(6)	1881.80	1.130	10.2%	0.591	10.2%	44.1	9.4%	7.122	4.0%	3.45%	53.1%	36.6%	10.2%	[1-0.62 0]
94	H	(6)	1902.66	1.152	10.3%	0.609	10.3%	44.9	9.4%	7.120	4.0%	3.43%	53.1%	36.4%	10.4%	[1-0.60 0]
95	H	(6)	1922.55	1.106	10.9%	0.591	10.9%	43.3	10.1%	7.100	4.0%	3.41%	53.1%	36.9%	10.0%	[1-0.59 0]
96	H	(6)	1942.29	1.131	10.9%	0.610	10.9%	44.1	10.2%	7.116	4.0%	3.40%	53.0%	36.8%	10.2%	[1-0.60 0]
97	H	(6)	1962.07	1.142	10.7%	0.622	10.7%	44.6	9.9%	7.111	4.0%	3.38%	53.0%	36.7%	10.3%	[1-0.57 0]
98	H	(6)	1982.92	1.103	10.7%	0.607	10.7%	43.1	9.9%	7.100	4.0%	3.36%	53.4%	36.6%	9.9%	[1-0.55 0]
99	H	(6)	2002.62	1.099	10.9%	0.611	10.9%	43.0	10.2%	7.104	3.9%	3.35%	53.3%	36.8%	9.9%	[1-0.57 0]
100	H	(6)	2022.37	1.089	10.2%	0.611	10.2%	42.5	9.4%	7.118	3.9%	3.33%	53.6%	36.6%	9.8%	[1-0.57 0]
101	H	(6)	2042.19	1.057	9.7%	0.599	9.7%	41.4	8.9%	7.083	3.9%	3.31%	53.6%	36.8%	9.6%	[1-0.56 0]
102	H	(6)	2063.03	1.006	10.5%	0.577	10.5%	39.6	9.8%	7.066	3.9%	3.30%	53.6%	37.3%	9.1%	[1-0.58 0]
103	H	(6)	2082.73	0.963	10.1%	0.557	10.1%	37.9	9.4%	7.062	3.9%	3.29%	53.8%	37.6%	8.7%	[1-0.61 0]
104	H	(6)	2102.42	0.962	9.7%	0.562	9.7%	37.9	8.9%	7.051	3.9%	3.27%	53.6%	37.7%	8.7%	[1-0.61 0]
105	H	(6)	2122.14	0.992	9.9%	0.585	9.9%	39.2	9.1%	7.036	3.8%	3.25%	52.7%	38.3%	9.0%	[1-0.64 0]
106	H	(6)	2143.01	0.989	10.2%	0.589	10.2%	39.1	9.4%	7.032	3.8%	3.24%	52.5%	38.5%	9.0%	[1-0.62 0]
107	H	(10)	2162.76	1.000	10.0%	0.601	10.0%	39.5	9.2%	7.042	3.8%	3.22%	52.6%	38.4%	9.0%	[1-0.60 0]
108	H	(10)	2182.53	1.016	10.6%	0.616	10.6%	40.0	9.9%	7.047	3.8%	3.21%	52.5%	38.4%	9.2%	[1-0.59 0]
109	H	(10)	2202.39	0.994	10.3%	0.608	10.3%	39.2	9.6%	7.038	3.8%	3.19%	52.8%	38.3%	8.9%	[1-0.58 0]
110	H	(10)	2222.14	1.014	10.2%	0.626	10.2%	40.0	9.5%	7.040	3.8%	3.18%	52.8%	38.0%	9.2%	[1-0.55 0]
111	H	(10)	2243.05	1.035	8.8%	0.645	8.8%	41.0	7.9%	7.014	3.8%	3.17%	52.3%	38.2%	9.4%	[1-0.53 0]
112	H	(10)	2262.76	1.004	9.1%	0.631	9.1%	39.9	8.3%	6.988	3.8%	3.16%	52.2%	38.7%	9.1%	[1-0.54 0]
113	H	(10)	2282.50	1.031	8.6%	0.654	8.6%	41.1	7.8%	6.965	3.8%	3.14%	51.5%	39.1%	9.4%	[1-0.55 0]
114	H	(10)	2303.36	1.083	8.2%	0.693	8.2%	43.4	7.3%	6.939	3.7%	3.13%	50.6%	39.4%	10.0%	[1-0.54 0]
115	H	(10)	2323.06	1.063	8.5%	0.686	8.5%	42.4	7.6%	6.960	3.7%	3.11%	51.0%	39.3%	9.7%	[1-0.57 0]
116	H	(10)	2342.81	1.058	8.8%	0.689	8.8%	42.2	8.0%	6.966	3.7%	3.10%	51.2%	39.1%	9.7%	[1-0.54 0]
117	H	(10)	2362.51	1.093	8.7%	0.718	8.7%	43.6	7.9%	6.964	3.7%	3.09%	51.0%	38.9%	10.0%	[1-0.55 0]
118	H	(10)	2383.39	1.053	9.0%	0.697	9.0%	41.9	8.3%	6.981	3.7%	3.07%	51.5%	38.9%	9.6%	[1-0.57 0]
119	H	(10)	2403.15	0.989	9.9%	0.660	9.9%	39.3	9.2%	6.987	3.7%	3.06%	52.2%	38.9%	8.9%	[1-0.60 0]
120	H	(10)	2422.95	0.961	9.5%	0.647	9.5%	38.4	8.8%	6.955	3.7%	3.05%	52.2%	39.2%	8.7%	[1-0.57 0]
121	H	(10)	2442.70	0.927	10.1%	0.629	10.1%	37.2	9.4%	6.922	3.7%	3.04%	52.4%	39.4%	8.3%	[1-0.55 0]
122	H	(10)	2463.60	0.873	9.9%	0.598	9.9%	35.1	9.2%	6.911	3.7%	3.03%	52.5%	39.8%	7.7%	[1-0.54 0]
123	H	(10)	2483.41	0.881	9.6%	0.608	9.6%	35.4	8.8%	6.919	3.6%	3.02%	52.3%	39.9%	7.8%	[1-0.57 0]
124	H	(10)	2503.15	0.868	9.1%	0.603	9.1%	35.0	8.4%	6.886	3.6%	3.01%	52.1%	40.2%	7.7%	[1-0.55 0]
125	H	(10)	2522.89	0.882	8.7%	0.618	8.7%	35.6	8.0%	6.880	3.6%	2.99%	51.9%	40.2%	7.9%	[1-0.57 0]
126	H	(10)	2543.75	0.874	8.7%	0.617	8.7%	35.2	7.9%	6.888	3.6%	2.98%	51.9%	40.2%	7.9%	[1-0.56 0]
127	H	(10)	2563.49	0.889	8.8%	0.633	8.8%	35.7	8.1%	6.905	3.6%	2.97%	52.3%	39.7%	8.0%	[1-0.57 0]
128	H	(10)	2583.25	0.897	8.9%	0.644	8.9%	36.1	8.2%	6.905	3.6%	2.96%	52.3%	39.6%	8.1%	[1-0.58 0]
129	H	(10)	2602.97	0.904	9.5%	0.654	9.5%	36.3	8.8%	6.921	3.6%	2.95%	52.5%	39.3%	8.2%	[1-0.58 0]
130	H	(10)	2623.87	0.927	9.3%	0.676	9.3%	37.3	8.5%	6.911	3.6%	2.94%	52.2%	39.3%	8.5%	[1-0.55 0]
131	H	(10)	2643.69	0.932	9.2%	0.684	9.2%	37.4	8.5%	6.926	3.6%	2.93%	52.2%	39.3%	8.5%	[1-0.58 0]
132	H	(10)	2663.42	0.934	9.0%	0.691	9.0%	37.5	8.3%	6.920	3.6%	2.91%	51.9%	39.6%	8.5%	[1-0.60 0]
133	H	(10)	2683.15	0.917	8.9%	0.683	8.9%	36.8	8.2%	6.914	3.5%	2.90%	51.9%	39.8%	8.3%	[1-0.59 0]
134	H	(10)	2702.97	0.934	8.9%	0.701	8.9%	37.5	8.1%	6.920	3.5%	2.89%	51.9%	39.6%	8.5%	[1-0.58 0]
135	H	(10)	2723.86	0.920	8.8%	0.696	8.8%	36.9	8.1%	6.922	3.5%	2.88%	52.1%	39.6%	8.3%	[1-0.57 0]
136	H	(10)	2743.62	0.930	8.4%	0.709	8.4%	37.3	7.7%	6.923	3.5%	2.87%	52.0%	39.6%	8.4%	[1-0.58 0]
137	H	(10)	2763.32	0.916	8.5%	0.703	8.5%	36.7	7.8%	6.923	3.5%	2.86%	52.2%	39.5%	8.2%	[1-0.57 0]
138	H	(10)	2784.22	0.932	8.7%	0.721	8.7%	37.3	8.0%	6.943	3.5%	2.85%	52.4%	39.3%	8.4%	[1-0.57 0]
139	H	(10)	2803.97	0.936	8.5%	0.729	8.5%	37.4	7.8%	6.946	3.5%	2.84%	52.5%	39.1%	8.4%	[1-0.57 0]
140	H	(10)	2823.79	0.936	8.9%	0.734	8.9%	37.3	8.2%	6.962	3.5%	2.83%	52.8%	38.8%	8.4%	[1-0.57 0]
141	H	(10)	2843.50	0.942	9.2%	0.744	9.2%	37.5	8.5%	6.969	3.5%	2.82%	53.0%	38.6%	8.4%	[1-0.57 0]
142	H	(10)	2864.35	0.943	9.4%	0.750	9.4%	37.5	8.7%	6.981	3.5%	2.81%	53.2%	38.4%	8.4%	[1-0.57 0]
143	H	(10)	2884.10	0.959	9.0%	0.768	9.0%	38.1	8.4%	6.995	3.5%	2.80%	53.2%	38.3%	8.6%	[1-0.57 0]
144	H	(10)	2903.85	0.930	8.9%	0.750	8.9%	37.0	8.2%	6.989	3.5%	2.79%	53.4%	38.3%	8.3%	[1-0.54 0]
145	H	(10)	2923.66	0.923	9.3%	0.750	9.3%	36.7	8.6%	6.987	3.4%	2.78%	53.5%	38.3%	8.2%	[1-0.55 0]
146	H	(10)	2944.58	0.909	10.0%	0.743	10.0%	36.1	9.4%	6.991	3.4%	2.77%	53.5%	38.4%	8.0%	[1-0.56 0]
147	H	(10)	2964.33	0.922	10.0%	0.759	10.0%	36.7	9.4%	6.982	3.4%	2.77%	53.5%	38.3%	8.2%	[1-0.57 0]
148	H	(10)	2984.14	0.879	10.7%	0.728	10.7%	35.1	10.1%	6.962	3.4%	2.76%	53.8%	38.5%	7.7%	[1-0.54 2]
149	H	(10)	3003.88	0.891	11.3%	0.744	11.3%	35.5	10.8%	6.969	3.4%	2.75%	53.8%	38.4%	7.8%	[1-0.55 2]
150	H	(10)	3024.78	0.901	10.4%	0.757	10.4%	35.9	9.8%	6.971	3.4%	2.74%	53.6%	38.4%	7.9%	[1-0.58 2]
151	H	(10)	3044.48	0.913	9.5%	0.772	9.5%	36.3	8.8%	6.979	3.4%	2.73%	53.7%	38.2%	8.0%	[1-0.62 2]
152	H	(10)	3064.19	0.884	9.5%	0.752	9.5%	35.1	8.9%	6.985	3.4%	2.72%	54.0%	38.2%	7.8%	[1-0.63 0]
153	H	(10)	3104.86	0.887	9.3%	0.765	9.3%	35.3	8.7%	6.986	3.4%	2.70%	53.9%	38.2%	7.8%	[1-0.64 0]
154	H	(10)	3124.62	0.902	9.3%	0.783	9.3%	35.8	8.7%	6.997	3.4%	2.69%	53.9%	38.2%	7.9%	[1-0.65 0]
155	H	(10)	3144.43	0.912	9.7%	0.796	9.7%	36.2	9.1%	6.999	3.4%	2.68%	53.9%	38.1%	8.0%	[1-0.65 0]
156	H	(10)	3164.18	0.880	10.0%	0.773	10.0%	34.8	9.5%	7.021	3.4%	2.68%	54.4%	38.0%	7.6%	[1-0.67 0]
157	H	(10)	3185.10	0.915	9.4%	0.809	9.4%	36.2	8.8%	7.027	3.4%	2.67%	54.2%	37.8%	8.0%	[1-0.68 0]
158	H	(10)	3204.90	0.942	9.6%	0.839	9.6%	37.1	9.0%	7.058	3.3%	2.66%	54.6%	37.3%	8.1%	[1-0.68 0]
159	H	(10)	3224.64	0.949	8.9%	0.850	8.9%	37.4	8.3%	7.058	3.3%	2.65%	54.6%	37.2%	8.3%	[1-0.68 0]
160	H	(10)	3244.33	0.950	8.8%	0.856	8.8%	37.4	8.2%	7.054	3.3%	2.65%	54.7%	37.0%	8.3%	[1-0.68 0]
161	H	(10)	3265.19	0.978	8.5%	0.887	8.5%	38.6	7.9%	7.029	3.3%	2.64%	54.2%	37.2%	8.6%	[1-0.67 0]
162	H	(10)	3284.89	0.933	9.0%	0.851	9.0%	36.8	8.3%	7.041	3.3%	2.63%	54.6%	37.3%	8.1%	[1-0.70 0]
163	H	(10)	3304.65	0.922	8.7%	0.847	8.7%	36.4	8.0%	7.039	3.3%	2.62%	54.6%	37.4%	8.0%	[1-0.70 0]
164	H	(10)	3324.46	0.913	9.1%	0.843	9.1%	35.9	8.5%	7.057	3.3%	2.61%	54.8%	37.3%	7.9%	[1-0.69 0]
165	H	(10)	3345.34	0.889	9.2%	0.826	9.2%	34.8	8.6%	7.086	3.3%	2.60%	55.1%	37.3%	7.6%	[1-0.68 0]
166	H	(10)	3365.14	0.893	9.5%	0.834	9.5%	34.9	8.9%	7.103	3.3%	2.59%	55.3%	37.1%	7.6%	[1-0.68 2]
167	H	(10)	3384.88	0.926	9.2%	0.870	9.2%	36.1	8.6%	7.121	3.3%	2.58%	55.0%	37.0%	7.9%	[1-0.70 2]
168	H	(10)	3404.63	0.961	8.7%	0.909	8.7%	37.5	8.1%	7.123	3.3%	2.57%	54.7%	37.0%	8.3%	[1-0.70 2]
169	H	(10)	3424.44	0.964	8.0%	0.917	8.0%	37.6	7.3%	7.118	3.3%	2.56%	54.6%	37.0%	8.4%	[1-0.71 2]
170	H	(10)	3445.37	0.972	8.3%	0.931	8.3%	37.9	7.7%	7.135	3.3%	2.56%	54.6%	36.9%	8.5%	[1-0.74 2]
171	H	(10)	3465.11	0.990	8.4%	0.953	8.4%	38.5	7.7%	7.137	3.3%	2.55%	54.4%	37.0%	8.6%	[1-0.75 2]
172	H	(10)	3484.90	1.010	8.6%	0.978	8.6%	39.3	7.9%	7.140	3.2%	2.54%	54.2%	37.0%	8.8%	[1-0.74 2]
173	H	(10)	3505.77	0.959	8.8%	0.934	8.8%	37.3	8.2%	7.131	3.2%	2.53%	54.5%	37.3%	8.2%	[1-0.74 0]
174	H	(10)	3525.51	0.970	9.5%	0.950	9.5%	37.8	8.9%	7.132	3.2%	2.53%	54.4%	37.3%	8.3%	[1-0.74 0]
